#TSV
#============Begin of sheet============
@Sheet=PlaySkillInfo-摩托艇
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数	costshiji	param1
100020401	1	摩托艇加速				0													10					开启耐力衰减	5						结束耐力衰减						
100020402	1	奥义				1														10000																	
#============End of sheet============

#============Begin of sheet============
@Sheet=PlayerSkillInfo-双剑
skillid	level	技能描述	前置状态	跳转状态	IsTown	IsAngry	前置条件	前置条件参数1	前置条件参数2	group1	group2	group3	group4	FireModeName	SkillAttack	SkillAttrAttack	SkillSpecialAttack	SkillSpecialAttack_Poison	SkillSpecialAttack_Sleep	SkillSpecialAttack_Paraylze	SkillSpecialAttack_Dynamite	AttackInfo	耐力	怒气	SP1	SP2	斩味消耗	增加鬼人槽	技能启动时效果类型	start参数1	start参数2	eventname	技能触发效果类型	trigger参数1	trigger参数2	技能结束时效果类型	stop参数1	stop参数2	FSM处理类型	FSM处理参数
100600137	1	强化连斩3Enhanced-1（鬼人化）				0	双刀鬼人槽等级	2		607	602			DevilMode_SuperAtt_Heavy_Repeat	1	1	0.8	0.8	0.8	0.8	0.8	DevilMode_SuperAtt_Heavy_Repeat					5000		上Buff	10918						下Buff	10918			
100600137	1	强化连斩3Enhanced-1（鬼人化）				0																							上Buff	19152						下Buff	19152			
100600137	2	强化连斩3Enhanced-1-Repeat（天赋：鬼人连斩中结束鬼人化）				0	双刀鬼人槽等级	1		607			605	DevilMode_SuperAtt_Heavy_Repeat	1	1	0.8	0.8	0.8	0.8	0.8	DevilMode_SuperAtt_Heavy_Repeat					5000	12	上Buff	10971		End	下Buff	10971		下Buff	10971			
100600137	2	强化连斩3Enhanced-1-Repeat（天赋：鬼人连斩中结束鬼人化）				0	存在Buff	19060008																					上Buff	50601		End	下Buff	50601		下Buff	50601			
100600137	2	强化连斩3Enhanced-1-Repeat（天赋：鬼人连斩中结束鬼人化）				0																							上Buff	19152						下Buff	19152			
100600137	2	强化连斩3Enhanced-1-Repeat（天赋：鬼人连斩中结束鬼人化）				0																							上Buff	19156						下Buff	19156			
100600139	1	旋子回避（强化）				0	双刀鬼人槽等级	1		605		1	4	SpecialDodge_Attack	1	1	0.8	0.8	0.8	0.8	0.8	SpecialDodge_Attack					5000	7	上Buff	15000000						下Buff	15000000			
100600139	1	旋子回避（强化）				0				605		1	4																上Buff	10971		End	下Buff	10971		下Buff	10971			
100600139	1	旋子回避（强化）				0				605		1	4																上Buff	50601		End	下Buff	50601		下Buff	50601			
100600139	1	旋子回避（强化）				0				605		1	4																上Buff	10009						下Buff	10009			
100600139	1	旋子回避（强化）				0				605		1	4																上Buff	19146		EndDodgeSpeedUp	下Buff	19146		下Buff	19146			
100600139	1	旋子回避（强化）				0				605		1	4																			EndDodgeSpeedUp	上Buff	19148		下Buff	19148			
100600139	1	旋子回避（强化）				0				605		1	4																			addbuff10916	上Buff	10916		下Buff	10916			
100600139	1	旋子回避（强化）				0				605		1	4																			removebuff10916	下Buff	10916						
100600139	1	旋子回避（强化）				0				605		1	4																											
100600139	2	旋子回避（鬼人化）				0	双刀鬼人槽等级	2			602	1	4	SpecialDodge_Attack	1	1	0.8	0.8	0.8	0.8	0.8	SpecialDodge_Attack					5000		上Buff	15000000						下Buff	15000000			
100600139	2	旋子回避（鬼人化）				0					602	1	4																上Buff	10918		End	下Buff	10918		下Buff	10918			
100600139	2	旋子回避（鬼人化）				0					602	1	4																上Buff	19146		EndDodgeSpeedUp	下Buff	19146		下Buff	19146			
100600139	2	旋子回避（鬼人化）				0					602	1	4																			EndDodgeSpeedUp	上Buff	19148		下Buff	19148			
100600139	2	旋子回避（鬼人化）				0					602	1	4																			addbuff10916	上Buff	10916		下Buff	10916			
100600139	2	旋子回避（鬼人化）				0					602	1	4																			removebuff10916	下Buff	10916						
100600139	2	旋子回避（鬼人化）				0					602	1	4																											
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0	双刀鬼人槽等级	1		605	602	1	4	SpecialDodge_Attack	1	1	0.8	0.8	0.8	0.8	0.8	SpecialDodge_Attack	20				5000	7	上Buff	15000000						下Buff	15000000			
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0	存在Buff	19060001		605	602	1	4																上Buff	10971		End	下Buff	10971		下Buff	10971			
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0				605	602	1	4																上Buff	50601		End	下Buff	50601		下Buff	50601			
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0				605	602	1	4																上Buff	10009						下Buff	10009			
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0				605	602	1	4																上Buff	19146		EndDodgeSpeedUp	下Buff	19146		下Buff	19146			
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0				605	602	1	4																			EndDodgeSpeedUp	上Buff	19148		下Buff	19148			
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0				605	602	1	4																			addbuff10916	上Buff	10916		下Buff	10916			
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0				605	602	1	4																			removebuff10916	下Buff	10916						
100600140	1	旋子回避（打断 强化连斩.极 鬼人乱舞）				0				605	602	1	4																											
100600140	2	旋子回避（打断 强化连斩.极 鬼人乱舞）				0	双刀鬼人槽等级	2			602	1	4	SpecialDodge_Attack	1	1	0.8	0.8	0.8	0.8	0.8	SpecialDodge_Attack	20				5000		上Buff	15000000						下Buff	15000000			
100600140	2	旋子回避（打断 强化连斩.极 鬼人乱舞）				0	存在Buff	19060001			602	1	4																上Buff	10918		End	下Buff	10918		下Buff	10918			
100600140	2	旋子回避（打断 强化连斩.极 鬼人乱舞）				0					602	1	4																上Buff	19146		EndDodgeSpeedUp	下Buff	19146		下Buff	19146			
100600140	2	旋子回避（打断 强化连斩.极 鬼人乱舞）				0					602	1	4																			EndDodgeSpeedUp	上Buff	19148		下Buff	19148			
100600140	2	旋子回避（打断 强化连斩.极 鬼人乱舞）				0					602	1	4																			addbuff10916	上Buff	10916		下Buff	10916			
100600140	2	旋子回避（打断 强化连斩.极 鬼人乱舞）				0					602	1	4																			removebuff10916	下Buff	10916						
100600140	2	旋子回避（打断 强化连斩.极 鬼人乱舞）				0					602	1	4																											
100600141	1	奥义02-攻击01				1				11	13		605	Rage02_TwinSwordAttack01	1	1.5	0.8	0.8	0.8	0.8	0.8	Rage02_TwinSwordAttack01		100			5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600141	1	奥义02-攻击01				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600141	1	奥义02-攻击01				1				11	13																		上Buff	10009						下Buff	10009			
100600141	2	奥义02-攻击01（强化）				1	双刀鬼人槽等级	1		11	13		605	Rage02_TwinSwordAttack01	1	1.5	0.8	0.8	0.8	0.8	0.8	Rage02_TwinSwordAttack01		100			5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600141	2	奥义02-攻击01（强化）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600141	2	奥义02-攻击01（强化）				1				11	13																		上Buff	10009						下Buff	10009			
100600141	3	奥义02-攻击01（鬼人化）				1	双刀鬼人槽等级	2		11	13			Rage02_TwinSwordAttack01	1	1.5	0.8	0.8	0.8	0.8	0.8	Rage02_TwinSwordAttack01		100			5000		上Buff	50602		End	下Buff	50602		下Buff	50602			
100600141	3	奥义02-攻击01（鬼人化）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600141	3	奥义02-攻击01（鬼人化）				1				11	13																		上Buff	10009						下Buff	10009			
100600142	1	奥义0102-攻击02				1							605	Rage0102_TwinSwordAttack	1	1.5	0.8	0.8	0.8	0.8	0.8	Rage0102_TwinSwordAttack					5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600142	1	奥义0102-攻击02				1																							上Buff	10973		End	下Buff	10973		下Buff	10973			
100600142	1	奥义0102-攻击02				1																							上Buff	10009		End	下Buff	10009		下Buff	10009			
100600142	2	奥义0102-攻击02（强化）				1	双刀鬼人槽等级	1					605	Rage0102_TwinSwordAttack	1	1.5	0.8	0.8	0.8	0.8	0.8	Rage0102_TwinSwordAttack					5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600142	2	奥义0102-攻击02（强化）				1																							上Buff	10973		End	下Buff	10973		下Buff	10973			
100600142	2	奥义0102-攻击02（强化）				1																							上Buff	10009		End	下Buff	10009		下Buff	10009			
100600142	3	奥义0102-攻击02（鬼人化）				1	双刀鬼人槽等级	2						Rage0102_TwinSwordAttack	1	1.5	0.8	0.8	0.8	0.8	0.8	Rage0102_TwinSwordAttack					5000		上Buff	50602		End	下Buff	50602		下Buff	50602			
100600142	3	奥义0102-攻击02（鬼人化）				1																							上Buff	10973		End	下Buff	10973		下Buff	10973			
100600142	3	奥义0102-攻击02（鬼人化）				1																							上Buff	10009		End	下Buff	10009		下Buff	10009			
100600143	1	奥义01-攻击01				1				11	13		605	Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600143	1	奥义01-攻击01				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600143	1	奥义01-攻击01				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600143	2	奥义01-攻击01（强化）				1	双刀鬼人槽等级	1		11	13		605	Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600143	2	奥义01-攻击01（强化）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600143	2	奥义01-攻击01（强化）				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600143	3	奥义01-攻击01（鬼人化）				1	双刀鬼人槽等级	2		11	13			Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000		上Buff	50602		End	下Buff	50602		下Buff	50602			
100600143	3	奥义01-攻击01（鬼人化）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600143	3	奥义01-攻击01（鬼人化）				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600144	1	奥义01-攻击02（左右）				1				11	13		605	Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600144	1	奥义01-攻击02（左右）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600144	1	奥义01-攻击02（左右）				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600144	2	奥义01-攻击02（强化）				1	双刀鬼人槽等级	1		11	13		605	Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600144	2	奥义01-攻击02（强化）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600144	2	奥义01-攻击02（强化）				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600144	3	奥义01-攻击02（鬼人化）				1	双刀鬼人槽等级	2		11	13			Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000		上Buff	50602		End	下Buff	50602		下Buff	50602			
100600144	3	奥义01-攻击02（鬼人化）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600144	3	奥义01-攻击02（鬼人化）				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600145	1	强化连斩3Enhanced-2（强化）		COMBAT_DevilMode_FinalAttacks_02		0	双刀鬼人槽等级	1		607			605	DevilMode_SuperAtt_Heavy_Continue	1	1	0.8	0.8	0.8	0.8	0.8	DevilMode_SuperAtt_Heavy_Continue					5000	12	上Buff	10971		End	下Buff	10971		下Buff	10971			
100600145	1	强化连斩3Enhanced-2（强化）		COMBAT_DevilMode_FinalAttacks_02		0																							上Buff	50601		End	下Buff	50601		下Buff	50601			
100600145	1	强化连斩3Enhanced-2（强化）		COMBAT_DevilMode_FinalAttacks_02		0																							上Buff	19147		End	下Buff	19147		下Buff	19147			
100600145	1	强化连斩3Enhanced-2（强化）		COMBAT_DevilMode_FinalAttacks_02		0																							上Buff	19156						下Buff	19156			
100600145	2	强化连斩3Enhanced-2（鬼人化）		COMBAT_DevilMode_FinalAttacks_02		0	双刀鬼人槽等级	2		607	602			DevilMode_SuperAtt_Heavy_Continue	1	1	0.8	0.8	0.8	0.8	0.8	DevilMode_SuperAtt_Heavy_Continue					5000		上Buff	10918		End	下Buff	10918		下Buff	10918			
100600145	2	强化连斩3Enhanced-2（鬼人化）		COMBAT_DevilMode_FinalAttacks_02		0																							上Buff	19147		End	下Buff	19147		下Buff	19147			
100600146	1	强化连斩3Enhanced-3结束的硬直动作（强化）		COMBAT_DevilMode_FinalAttacks_03		0	双刀鬼人槽等级	1		607																			上Buff	10971		End	下Buff	10971		下Buff	10971			
100600146	1	强化连斩3Enhanced-3结束的硬直动作（强化）		COMBAT_DevilMode_FinalAttacks_03		0																							上Buff	50601		End	下Buff	50601		下Buff	50601			
100600146	1	强化连斩3Enhanced-3结束的硬直动作（强化）		COMBAT_DevilMode_FinalAttacks_03		0																							上Buff	19147		End	下Buff	19147		下Buff	19147			
100600146	1	强化连斩3Enhanced-3结束的硬直动作（强化）		COMBAT_DevilMode_FinalAttacks_03		0																							上Buff	19156						下Buff	19156			
100600146	2	强化连斩3Enhanced-3结束的硬直动作（鬼人化）		COMBAT_DevilMode_FinalAttacks_03		0	双刀鬼人槽等级	2		607	602																		上Buff	10918		End	下Buff	10918		下Buff	10918			
100600146	2	强化连斩3Enhanced-3结束的硬直动作（鬼人化）		COMBAT_DevilMode_FinalAttacks_03		0																							上Buff	19147		End	下Buff	19147		下Buff	19147			
100600147	1	奥义01-攻击03				1				11	13		605	Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600147	1	奥义01-攻击03				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600147	1	奥义01-攻击03				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600147	2	奥义01-攻击03（强化）				1	双刀鬼人槽等级	1		11	13		605	Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000	10	上Buff	50602		End	下Buff	50602		下Buff	50602			
100600147	2	奥义01-攻击03（强化）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600147	2	奥义01-攻击03（强化）				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600147	3	奥义01-攻击03（鬼人化）				1	双刀鬼人槽等级	2		11	13			Rage01_TwinSwordAttack01	1	1	0.8	0.8	0.8	0.8	0.8	Rage01_TwinSwordAttack01		100			5000		上Buff	50602		End	下Buff	50602		下Buff	50602			
100600147	3	奥义01-攻击03（鬼人化）				1				11	13																		上Buff	10973		End	下Buff	10973		下Buff	10973			
100600147	3	奥义01-攻击03（鬼人化）				1				11	13																		上Buff	10009		End	下Buff	10009		下Buff	10009			
100600150	1	鬼人疾走				0	存在Buff	19000000																																
100600151	1	旋子回避 翻滚回避（强化） 前				0	双刀鬼人槽等级	1				1	4										20						上Buff	15000000						下Buff	15000000			
100600151	1	旋子回避 翻滚回避（强化） 前				0						1	4																											
100600151	2	旋子回避 翻滚回避（鬼人化） 前				0	双刀鬼人槽等级	2				1	4										20						上Buff	15000000						下Buff	15000000			
100600151	2	旋子回避 翻滚回避（鬼人化） 前				0						1	4																											
100600152	1	旋子回避 翻滚回避（强化） 后				0	双刀鬼人槽等级	1				1	4										20						上Buff	15000000						下Buff	15000000			
100600152	1	旋子回避 翻滚回避（强化） 后				0						1	4																											
100600152	2	旋子回避 翻滚回避（鬼人化） 后				0	双刀鬼人槽等级	2				1	4										20						上Buff	15000000						下Buff	15000000			
100600152	2	旋子回避 翻滚回避（鬼人化） 后				0						1	4																											
100600153	1	旋子回避 翻滚回避（强化） 左				0	双刀鬼人槽等级	1				1	4										20						上Buff	15000000						下Buff	15000000			
100600153	1	旋子回避 翻滚回避（强化） 左				0						1	4																											
100600153	2	旋子回避 翻滚回避（鬼人化） 左				0	双刀鬼人槽等级	2				1	4										20						上Buff	15000000						下Buff	15000000			
100600153	2	旋子回避 翻滚回避（鬼人化） 左				0						1	4																											
100600154	1	旋子回避 翻滚回避（强化） 右				0	双刀鬼人槽等级	1				1	4										20						上Buff	15000000						下Buff	15000000			
100600154	1	旋子回避 翻滚回避（强化） 右				0						1	4																											
100600154	2	旋子回避 翻滚回避（鬼人化） 右				0	双刀鬼人槽等级	2				1	4										20						上Buff	15000000						下Buff	15000000			
100600154	2	旋子回避 翻滚回避（鬼人化） 右				0						1	4																											
100600155	1	[武士道]旋子回避 翻滚回避（强化） 前				0	双刀鬼人槽等级	1				1	4										20						上Buff	15000000						下Buff	15000000			
100600155	1	[武士道]旋子回避 翻滚回避（强化） 前				0	不存在Buff	19000000				1	4																											
100600155	2	[武士道]旋子回避 翻滚回避（鬼人化） 前				0	双刀鬼人槽等级	2				1	4										20						上Buff	15000000						下Buff	15000000			
100600155	2	[武士道]旋子回避 翻滚回避（鬼人化） 前				0	不存在Buff	19000000				1	4																											
100600156	1	[武士道]旋子回避 翻滚回避（强化） 后				0	双刀鬼人槽等级	1				1	4										20						上Buff	15000000						下Buff	15000000			
100600156	1	[武士道]旋子回避 翻滚回避（强化） 后				0	不存在Buff	19000000				1	4																											
100600156	2	[武士道]旋子回避 翻滚回避（鬼人化） 后				0	双刀鬼人槽等级	2				1	4										20						上Buff	15000000						下Buff	15000000			
100600156	2	[武士道]旋子回避 翻滚回避（鬼人化） 后				0	不存在Buff	19000000				1	4																											
100600157	1	[武士道]旋子回避 翻滚回避（强化） 左				0	双刀鬼人槽等级	1				1	4										20						上Buff	15000000						下Buff	15000000			
100600157	1	[武士道]旋子回避 翻滚回避（强化） 左				0	不存在Buff	19000000				1	4																											
100600157	2	[武士道]旋子回避 翻滚回避（鬼人化） 左				0	双刀鬼人槽等级	2				1	4										20						上Buff	15000000						下Buff	15000000			
100600157	2	[武士道]旋子回避 翻滚回避（鬼人化） 左				0	不存在Buff	19000000				1	4																											
100600158	1	[武士道]旋子回避 翻滚回避（强化） 右				0	双刀鬼人槽等级	1				1	4										20						上Buff	15000000						下Buff	15000000			
100600158	1	[武士道]旋子回避 翻滚回避（强化） 右				0	不存在Buff	19000000				1	4																											
100600158	2	[武士道]旋子回避 翻滚回避（鬼人化） 右				0	双刀鬼人槽等级	2				1	4										20						上Buff	15000000						下Buff	15000000			
100600158	2	[武士道]旋子回避 翻滚回避（鬼人化） 右				0	不存在Buff	19000000				1	4																											
100604001	1	弹刀		REBOUND		0																					5000													
100605000	1	双刀武士道 Start（受身）				0	存在Buff	50015		14																			上Buff	15000004						下Buff	15000004			
100605000	1	双刀武士道 Start（受身）				0	装备指定武器	双剑		14																										删除指定buff	50015			
100605000	1	双刀武士道 Start（受身）				0	不存在Buff	19000000		14																														
100605000	2	双刀武士道 Start（受身无敌）				0	存在Buff	50013		14																			上Buff	15000004						下Buff	15000004			
100605000	2	双刀武士道 Start（受身无敌）				0	装备指定武器	双剑		14																										删除指定buff	50013			
100605000	2	双刀武士道 Start（受身无敌）				0	不存在Buff	19000000		14																														
100605000	3	双刀武士道 Start（绝对回避）				0	存在Buff	19199		14																			上Buff	15000004						下Buff	15000004			
100605000	3	双刀武士道 Start（绝对回避）				0				14																										删除指定buff	19199			
100605001	1	双刀武士道 冲刺 Start				0																							上Buff	50602						下Buff	50602			
100605001	1	双刀武士道 冲刺 Start				0																							上Buff	10973						下Buff	10973			
100605001	1	双刀武士道 冲刺 Start				0																							上Buff	19216						下Buff	19216			
