#TSV
#============Begin of sheet============
@Sheet=EquipRelation
装备ID	关联属性1	关联属性2	关联属性3	关联属性4	关联属性5	关联属性6	随机关联属性组1	概率1	随机关联属性组2	概率2	随机关联属性组3	概率3	随机关联属性组4	概率4	随机关联属性组5	概率5	随机关联属性组6	概率6
75000	0	0	0	0	0	0	1	100	2	5		0	0	0	0	0	0	0
75001	0	0	0	0	0	0	1	100	2	5		0						
75002	0	0	0	0	0	0	1	100	2	5		0						
75003	0	0	0	0	0	0	1	100	2	5		0						
75004	0	0	0	0	0	0	1	100	2	5		0						
75005	0	0	0	0	0	0	1	100	2	5		0						
75006	0	0	0	0	0	0	1	100	2	5		0						
75007	0	0	0	0	0	0	1	100	2	5		0						
75008	0	0	0	0	0	0	1	100	2	5		0						
75009	0	0	0	0	0	0	1	100	2	10		0						
75010	0	0	0	0	0	0	1	100	2	10		0						
75011	0	0	0	0	0	0	1	100	2	10		0						
75012	0	0	0	0	0	0	1	100	2	10		0						
75013	0	0	0	0	0	0	1	100	2	10		0						
75014	0	0	0	0	0	0	1	100	2	10		0						
75015	0	0	0	0	0	0	1	100	2	10		0						
75016	0	0	0	0	0	0	1	100	2	10		0						
75017	0	0	0	0	0	0	1	100	2	10		0						
75018	0	0	0	0	0	0	1	100	2	10		0						
75019	0	0	0	0	0	0	1	100	2	10		0						
75020	0	0	0	0	0	0	1	100	2	10		0						
75021	0	0	0	0	0	0	1	100	2	20		0						
75022	0	0	0	0	0	0	1	100	2	5		0						
75023	0	0	0	0	0	0	1	100	2	5		0						
75024	0	0	0	0	0	0	1	100	2	5		0						
75025	0	0	0	0	0	0	1	100	2	5		0						
75026	0	0	0	0	0	0	1	100	2	5		0						
75027	0	0	0	0	0	0	1	100	2	5		0						
75028	0	0	0	0	0	0	1	100	2	5		0						
75029	0	0	0	0	0	0	1	100	2	5		0						
75030	0	0	0	0	0	0	1	100	2	5		0						
75031	0	0	0	0	0	0	1	100	2	10		0						
75032	0	0	0	0	0	0	1	100	2	10		0						
75033	0	0	0	0	0	0	1	100	2	10		0						
75034	0	0	0	0	0	0	1	100	2	10		0						
75035	0	0	0	0	0	0	1	100	2	10		0						
75036	0	0	0	0	0	0	1	100	2	10		0						
75037	0	0	0	0	0	0	1	100	2	10		0						
75038	0	0	0	0	0	0	1	100	2	10		0						
75039	0	0	0	0	0	0	1	100	2	10		0						
75040	0	0	0	0	0	0	1	100	2	10		0						
75041	0	0	0	0	0	0	1	100	2	10		0						
75042	0	0	0	0	0	0	1	100	2	10		0						
75043	0	0	0	0	0	0	1	100	2	20		0						
75044	0	0	0	0	0	0	1	100	2	15		0						
#============End of sheet============

#============Begin of sheet============
@Sheet=EquipRelationAttr
关联属性编号	关联属性组	关联属性概率	生效条件类型	生效条件参数1	生效条件参数2	效果BUFF1	效果BUFF2	效果BUFF3	效果BUFF4	效果BUFF5	属性名称	属性说明	index	装备（R2）	远程（R2）
234	1	200	2	55	11						防御力提升（中）	【耐泥雪】超过11，获得效果：防御力提升（中）	8		
235	1	200	2	61	13						防御力提升（中）	【广域化】超过13，获得效果：防御力提升（中）	8		
236	1	200	2	63	13						防御力提升（中）	【贯通强化】超过13，获得效果：防御力提升（中）	8		
237	1	200	2	66	13						防御力提升（中）	【毒弹追加】超过13，获得效果：防御力提升（中）	8		
238	1	200	2	69	7						防御力提升（中）	【采集】超过7，获得效果：防御力提升（中）	8		
239	1	200	2	70	13						防御力提升（中）	【散射强化】超过13，获得效果：防御力提升（中）	8		
240	1	200	2	74	7						防御力提升（中）	【猎人生活】超过7，获得效果：防御力提升（中）	8		
241	1	100	2	5	8						防御力提升（大）	【速食】超过8，获得效果：防御力提升（大）	9		
242	1	100	2	9	19						防御力提升（大）	【千里眼】超过19，获得效果：防御力提升（大）	9		
243	1	100	2	11	14						防御力提升（大）	【观察眼】超过14，获得效果：防御力提升（大）	9		
244	1	100	2	15	14						防御力提升（大）	【回复力】超过14，获得效果：防御力提升（大）	9		
245	1	100	2	19	19						防御力提升（大）	【加护】超过19，获得效果：防御力提升（大）	9		
246	1	100	2	20	8						防御力提升（大）	【全抗增加】超过8，获得效果：防御力提升（大）	9		
247	1	100	2	23	19						防御力提升（大）	【气候】超过19，获得效果：防御力提升（大）	9		
248	1	100	2	25	14						防御力提升（大）	【一起吃】超过14，获得效果：防御力提升（大）	9		
249	1	100	2	28	19						防御力提升（大）	【饥饿感】超过19，获得效果：防御力提升（大）	9		
250	1	100	2	29	14						防御力提升（大）	【体术】超过14，获得效果：防御力提升（大）	9		
251	1	100	2	35	14						防御力提升（大）	【团队之星】超过14，获得效果：防御力提升（大）	9		
252	1	100	2	36	14						防御力提升（大）	【高速设置】超过14，获得效果：防御力提升（大）	9		
253	1	100	2	37	14						防御力提升（大）	【通常弹强化】超过14，获得效果：防御力提升（大）	9		
254	1	100	2	38	14						防御力提升（大）	【震地减轻】超过14，获得效果：防御力提升（大）	9		
255	1	100	2	39	19						防御力提升（大）	【强韧】超过19，获得效果：防御力提升（大）	9		
256	1	100	2	40	14						防御力提升（大）	【荷尔蒙】超过14，获得效果：防御力提升（大）	9		
257	1	100	2	42	14						防御力提升（大）	【眠弹追加】超过14，获得效果：防御力提升（大）	9		
258	1	100	2	43	14						防御力提升（大）	【气息】超过14，获得效果：防御力提升（大）	9		
259	1	100	2	47	14						防御力提升（大）	【耐力回复】超过14，获得效果：防御力提升（大）	9		
260	1	100	2	49	14						防御力提升（大）	【麻弹追加】超过14，获得效果：防御力提升（大）	9		
261	1	100	2	50	14						防御力提升（大）	【根性】超过14，获得效果：防御力提升（大）	9		
262	1	100	2	51	14						防御力提升（大）	【挑战者】超过14，获得效果：防御力提升（大）	9		
263	1	100	2	52	14						防御力提升（大）	【抗菌】超过14，获得效果：防御力提升（大）	9		
264	1	100	2	55	12						防御力提升（大）	【耐泥雪】超过12，获得效果：防御力提升（大）	9		
265	1	100	2	61	14						防御力提升（大）	【广域化】超过14，获得效果：防御力提升（大）	9		
266	1	100	2	63	14						防御力提升（大）	【贯通强化】超过14，获得效果：防御力提升（大）	9		
267	1	100	2	66	14						防御力提升（大）	【毒弹追加】超过14，获得效果：防御力提升（大）	9		
268	1	100	2	69	8						防御力提升（大）	【采集】超过8，获得效果：防御力提升（大）	9		
269	1	100	2	70	14						防御力提升（大）	【散射强化】超过14，获得效果：防御力提升（大）	9		
270	1	100	2	74	8						防御力提升（大）	【猎人生活】超过8，获得效果：防御力提升（大）	9		
271	1	400	2	5	6						体力强化+1	【速食】超过6，获得效果：体力强化+1	28		
272	1	400	2	9	17						体力强化+1	【千里眼】超过17，获得效果：体力强化+1	28		
273	1	400	2	11	12						体力强化+1	【观察眼】超过12，获得效果：体力强化+1	28		
274	1	400	2	15	12						体力强化+1	【回复力】超过12，获得效果：体力强化+1	28		
275	1	400	2	19	17						体力强化+1	【加护】超过17，获得效果：体力强化+1	28		
276	1	400	2	20	6						体力强化+1	【全抗增加】超过6，获得效果：体力强化+1	28		
277	1	400	2	23	17						体力强化+1	【气候】超过17，获得效果：体力强化+1	28		
278	1	400	2	25	12						体力强化+1	【一起吃】超过12，获得效果：体力强化+1	28		
279	1	400	2	28	17						体力强化+1	【饥饿感】超过17，获得效果：体力强化+1	28		
280	1	400	2	29	12						体力强化+1	【体术】超过12，获得效果：体力强化+1	28		
281	1	400	2	35	12						体力强化+1	【团队之星】超过12，获得效果：体力强化+1	28		
282	1	400	2	36	12						体力强化+1	【高速设置】超过12，获得效果：体力强化+1	28		
283	1	400	2	37	12						体力强化+1	【通常弹强化】超过12，获得效果：体力强化+1	28		
284	1	400	2	38	12						体力强化+1	【震地减轻】超过12，获得效果：体力强化+1	28		
285	1	400	2	39	17						体力强化+1	【强韧】超过17，获得效果：体力强化+1	28		
286	1	400	2	40	12						体力强化+1	【荷尔蒙】超过12，获得效果：体力强化+1	28		
287	1	400	2	42	12						体力强化+1	【眠弹追加】超过12，获得效果：体力强化+1	28		
288	1	400	2	43	12						体力强化+1	【气息】超过12，获得效果：体力强化+1	28		
289	1	400	2	47	12						体力强化+1	【耐力回复】超过12，获得效果：体力强化+1	28		
290	1	400	2	49	12						体力强化+1	【麻弹追加】超过12，获得效果：体力强化+1	28		
291	1	400	2	50	12						体力强化+1	【根性】超过12，获得效果：体力强化+1	28		
292	1	400	2	51	12						体力强化+1	【挑战者】超过12，获得效果：体力强化+1	28		
293	1	400	2	52	12						体力强化+1	【抗菌】超过12，获得效果：体力强化+1	28		
294	1	400	2	55	10						体力强化+1	【耐泥雪】超过10，获得效果：体力强化+1	28		
295	1	400	2	61	12						体力强化+1	【广域化】超过12，获得效果：体力强化+1	28		
296	1	400	2	63	12						体力强化+1	【贯通强化】超过12，获得效果：体力强化+1	28		
297	1	400	2	66	12						体力强化+1	【毒弹追加】超过12，获得效果：体力强化+1	28		
298	1	400	2	69	6						体力强化+1	【采集】超过6，获得效果：体力强化+1	28		
299	1	400	2	70	12						体力强化+1	【散射强化】超过12，获得效果：体力强化+1	28		
300	1	400	2	74	6						体力强化+1	【猎人生活】超过6，获得效果：体力强化+1	28		
301	1	200	2	5	7						体力强化+2	【速食】超过7，获得效果：体力强化+2	29		
302	1	200	2	9	18						体力强化+2	【千里眼】超过18，获得效果：体力强化+2	29		
303	1	200	2	11	13						体力强化+2	【观察眼】超过13，获得效果：体力强化+2	29		
304	1	200	2	15	13						体力强化+2	【回复力】超过13，获得效果：体力强化+2	29		
305	1	200	2	19	18						体力强化+2	【加护】超过18，获得效果：体力强化+2	29		
306	1	200	2	20	7						体力强化+2	【全抗增加】超过7，获得效果：体力强化+2	29		
307	1	200	2	23	18						体力强化+2	【气候】超过18，获得效果：体力强化+2	29		
308	1	200	2	25	13						体力强化+2	【一起吃】超过13，获得效果：体力强化+2	29		
309	1	200	2	28	18						体力强化+2	【饥饿感】超过18，获得效果：体力强化+2	29		
310	1	200	2	29	13						体力强化+2	【体术】超过13，获得效果：体力强化+2	29		
311	1	200	2	35	13						体力强化+2	【团队之星】超过13，获得效果：体力强化+2	29		
312	1	200	2	36	13						体力强化+2	【高速设置】超过13，获得效果：体力强化+2	29		
313	1	200	2	37	13						体力强化+2	【通常弹强化】超过13，获得效果：体力强化+2	29		
314	1	200	2	38	13						体力强化+2	【震地减轻】超过13，获得效果：体力强化+2	29		
315	1	200	2	39	18						体力强化+2	【强韧】超过18，获得效果：体力强化+2	29		
316	1	200	2	40	13						体力强化+2	【荷尔蒙】超过13，获得效果：体力强化+2	29		
317	1	200	2	42	13						体力强化+2	【眠弹追加】超过13，获得效果：体力强化+2	29		
318	1	200	2	43	13						体力强化+2	【气息】超过13，获得效果：体力强化+2	29		
319	1	200	2	47	13						体力强化+2	【耐力回复】超过13，获得效果：体力强化+2	29		
320	1	200	2	49	13						体力强化+2	【麻弹追加】超过13，获得效果：体力强化+2	29		
321	1	200	2	50	13						体力强化+2	【根性】超过13，获得效果：体力强化+2	29		
322	1	200	2	51	13						体力强化+2	【挑战者】超过13，获得效果：体力强化+2	29		
323	1	200	2	52	13						体力强化+2	【抗菌】超过13，获得效果：体力强化+2	29		
324	1	200	2	55	11						体力强化+2	【耐泥雪】超过11，获得效果：体力强化+2	29		
325	1	200	2	61	13						体力强化+2	【广域化】超过13，获得效果：体力强化+2	29		
326	1	200	2	63	13						体力强化+2	【贯通强化】超过13，获得效果：体力强化+2	29		
327	1	200	2	66	13						体力强化+2	【毒弹追加】超过13，获得效果：体力强化+2	29		
328	1	200	2	69	7						体力强化+2	【采集】超过7，获得效果：体力强化+2	29		
329	1	200	2	70	13						体力强化+2	【散射强化】超过13，获得效果：体力强化+2	29		
330	1	200	2	74	7						体力强化+2	【猎人生活】超过7，获得效果：体力强化+2	29		
331	1	100	2	5	8						体力强化+3	【速食】超过8，获得效果：体力强化+3	30		
332	1	100	2	9	19						体力强化+3	【千里眼】超过19，获得效果：体力强化+3	30		
333	1	100	2	11	14						体力强化+3	【观察眼】超过14，获得效果：体力强化+3	30		
334	1	100	2	15	14						体力强化+3	【回复力】超过14，获得效果：体力强化+3	30		
335	1	100	2	19	19						体力强化+3	【加护】超过19，获得效果：体力强化+3	30		
336	1	100	2	20	8						体力强化+3	【全抗增加】超过8，获得效果：体力强化+3	30		
337	1	100	2	23	19						体力强化+3	【气候】超过19，获得效果：体力强化+3	30		
338	1	100	2	25	14						体力强化+3	【一起吃】超过14，获得效果：体力强化+3	30		
339	1	100	2	28	19						体力强化+3	【饥饿感】超过19，获得效果：体力强化+3	30		
340	1	100	2	29	14						体力强化+3	【体术】超过14，获得效果：体力强化+3	30		
341	1	100	2	35	14						体力强化+3	【团队之星】超过14，获得效果：体力强化+3	30		
342	1	100	2	36	14						体力强化+3	【高速设置】超过14，获得效果：体力强化+3	30		
343	1	100	2	37	14						体力强化+3	【通常弹强化】超过14，获得效果：体力强化+3	30		
344	1	100	2	38	14						体力强化+3	【震地减轻】超过14，获得效果：体力强化+3	30		
345	1	100	2	39	19						体力强化+3	【强韧】超过19，获得效果：体力强化+3	30		
346	1	100	2	40	14						体力强化+3	【荷尔蒙】超过14，获得效果：体力强化+3	30		
347	1	100	2	42	14						体力强化+3	【眠弹追加】超过14，获得效果：体力强化+3	30		
348	1	100	2	43	14						体力强化+3	【气息】超过14，获得效果：体力强化+3	30		
349	1	100	2	47	14						体力强化+3	【耐力回复】超过14，获得效果：体力强化+3	30		
350	1	100	2	49	14						体力强化+3	【麻弹追加】超过14，获得效果：体力强化+3	30		
351	1	100	2	50	14						体力强化+3	【根性】超过14，获得效果：体力强化+3	30		
352	1	100	2	51	14						体力强化+3	【挑战者】超过14，获得效果：体力强化+3	30		
353	1	100	2	52	14						体力强化+3	【抗菌】超过14，获得效果：体力强化+3	30		
354	1	100	2	55	12						体力强化+3	【耐泥雪】超过12，获得效果：体力强化+3	30		
355	1	100	2	61	14						体力强化+3	【广域化】超过14，获得效果：体力强化+3	30		
356	1	100	2	63	14						体力强化+3	【贯通强化】超过14，获得效果：体力强化+3	30		
357	1	100	2	66	14						体力强化+3	【毒弹追加】超过14，获得效果：体力强化+3	30		
358	1	100	2	69	8						体力强化+3	【采集】超过8，获得效果：体力强化+3	30		
359	1	100	2	70	14						体力强化+3	【散射强化】超过14，获得效果：体力强化+3	30		
360	1	100	2	74	8						体力强化+3	【猎人生活】超过8，获得效果：体力强化+3	30		
361	1	400	2	5	6						贯通弹LV1装填数+3	【速食】超过6，获得效果：贯通弹LV1装填数+3	56		
362	1	400	2	9	17						贯通弹LV1装填数+3	【千里眼】超过17，获得效果：贯通弹LV1装填数+3	56		
363	1	400	2	11	12						贯通弹LV1装填数+3	【观察眼】超过12，获得效果：贯通弹LV1装填数+3	56		
364	1	400	2	15	12						贯通弹LV1装填数+3	【回复力】超过12，获得效果：贯通弹LV1装填数+3	56		
365	1	400	2	19	17						贯通弹LV1装填数+3	【加护】超过17，获得效果：贯通弹LV1装填数+3	56		
366	1	400	2	20	6						贯通弹LV1装填数+3	【全抗增加】超过6，获得效果：贯通弹LV1装填数+3	56		
367	1	400	2	23	17						贯通弹LV1装填数+3	【气候】超过17，获得效果：贯通弹LV1装填数+3	56		
368	1	400	2	25	12						贯通弹LV1装填数+3	【一起吃】超过12，获得效果：贯通弹LV1装填数+3	56		
369	1	400	2	28	17						贯通弹LV1装填数+3	【饥饿感】超过17，获得效果：贯通弹LV1装填数+3	56		
370	1	400	2	29	12						贯通弹LV1装填数+3	【体术】超过12，获得效果：贯通弹LV1装填数+3	56		
371	1	400	2	35	12						贯通弹LV1装填数+3	【团队之星】超过12，获得效果：贯通弹LV1装填数+3	56		
372	1	400	2	36	12						贯通弹LV1装填数+3	【高速设置】超过12，获得效果：贯通弹LV1装填数+3	56		
373	1	400	2	37	12						贯通弹LV1装填数+3	【通常弹强化】超过12，获得效果：贯通弹LV1装填数+3	56		
374	1	400	2	38	12						贯通弹LV1装填数+3	【震地减轻】超过12，获得效果：贯通弹LV1装填数+3	56		
375	1	400	2	39	17						贯通弹LV1装填数+3	【强韧】超过17，获得效果：贯通弹LV1装填数+3	56		
376	1	400	2	40	12						贯通弹LV1装填数+3	【荷尔蒙】超过12，获得效果：贯通弹LV1装填数+3	56		
377	1	400	2	42	12						贯通弹LV1装填数+3	【眠弹追加】超过12，获得效果：贯通弹LV1装填数+3	56		
378	1	400	2	43	12						贯通弹LV1装填数+3	【气息】超过12，获得效果：贯通弹LV1装填数+3	56		
379	1	400	2	47	12						贯通弹LV1装填数+3	【耐力回复】超过12，获得效果：贯通弹LV1装填数+3	56		
380	1	400	2	49	12						贯通弹LV1装填数+3	【麻弹追加】超过12，获得效果：贯通弹LV1装填数+3	56		
381	1	400	2	50	12						贯通弹LV1装填数+3	【根性】超过12，获得效果：贯通弹LV1装填数+3	56		
382	1	400	2	51	12						贯通弹LV1装填数+3	【挑战者】超过12，获得效果：贯通弹LV1装填数+3	56		
383	1	400	2	52	12						贯通弹LV1装填数+3	【抗菌】超过12，获得效果：贯通弹LV1装填数+3	56		
384	1	400	2	55	10						贯通弹LV1装填数+3	【耐泥雪】超过10，获得效果：贯通弹LV1装填数+3	56		
385	1	400	2	61	12						贯通弹LV1装填数+3	【广域化】超过12，获得效果：贯通弹LV1装填数+3	56		
386	1	400	2	63	12						贯通弹LV1装填数+3	【贯通强化】超过12，获得效果：贯通弹LV1装填数+3	56		
387	1	400	2	66	12						贯通弹LV1装填数+3	【毒弹追加】超过12，获得效果：贯通弹LV1装填数+3	56		
388	1	400	2	69	6						贯通弹LV1装填数+3	【采集】超过6，获得效果：贯通弹LV1装填数+3	56		
389	1	400	2	70	12						贯通弹LV1装填数+3	【散射强化】超过12，获得效果：贯通弹LV1装填数+3	56		
390	1	400	2	74	6						贯通弹LV1装填数+3	【猎人生活】超过6，获得效果：贯通弹LV1装填数+3	56		
391	1	200	2	5	7						贯通弹LV1/2装填数+3	【速食】超过7，获得效果：贯通弹LV1/2装填数+3	57		
392	1	200	2	9	18						贯通弹LV1/2装填数+3	【千里眼】超过18，获得效果：贯通弹LV1/2装填数+3	57		
393	1	200	2	11	13						贯通弹LV1/2装填数+3	【观察眼】超过13，获得效果：贯通弹LV1/2装填数+3	57		
394	1	200	2	15	13						贯通弹LV1/2装填数+3	【回复力】超过13，获得效果：贯通弹LV1/2装填数+3	57		
395	1	200	2	19	18						贯通弹LV1/2装填数+3	【加护】超过18，获得效果：贯通弹LV1/2装填数+3	57		
396	1	200	2	20	7						贯通弹LV1/2装填数+3	【全抗增加】超过7，获得效果：贯通弹LV1/2装填数+3	57		
397	1	200	2	23	18						贯通弹LV1/2装填数+3	【气候】超过18，获得效果：贯通弹LV1/2装填数+3	57		
398	1	200	2	25	13						贯通弹LV1/2装填数+3	【一起吃】超过13，获得效果：贯通弹LV1/2装填数+3	57		
399	1	200	2	28	18						贯通弹LV1/2装填数+3	【饥饿感】超过18，获得效果：贯通弹LV1/2装填数+3	57		
400	1	200	2	29	13						贯通弹LV1/2装填数+3	【体术】超过13，获得效果：贯通弹LV1/2装填数+3	57		
401	1	200	2	35	13						贯通弹LV1/2装填数+3	【团队之星】超过13，获得效果：贯通弹LV1/2装填数+3	57		
402	1	200	2	36	13						贯通弹LV1/2装填数+3	【高速设置】超过13，获得效果：贯通弹LV1/2装填数+3	57		
403	1	200	2	37	13						贯通弹LV1/2装填数+3	【通常弹强化】超过13，获得效果：贯通弹LV1/2装填数+3	57		
404	1	200	2	38	13						贯通弹LV1/2装填数+3	【震地减轻】超过13，获得效果：贯通弹LV1/2装填数+3	57		
405	1	200	2	39	18						贯通弹LV1/2装填数+3	【强韧】超过18，获得效果：贯通弹LV1/2装填数+3	57		
406	1	200	2	40	13						贯通弹LV1/2装填数+3	【荷尔蒙】超过13，获得效果：贯通弹LV1/2装填数+3	57		
407	1	200	2	42	13						贯通弹LV1/2装填数+3	【眠弹追加】超过13，获得效果：贯通弹LV1/2装填数+3	57		
408	1	200	2	43	13						贯通弹LV1/2装填数+3	【气息】超过13，获得效果：贯通弹LV1/2装填数+3	57		
409	1	200	2	47	13						贯通弹LV1/2装填数+3	【耐力回复】超过13，获得效果：贯通弹LV1/2装填数+3	57		
410	1	200	2	49	13						贯通弹LV1/2装填数+3	【麻弹追加】超过13，获得效果：贯通弹LV1/2装填数+3	57		
411	1	200	2	50	13						贯通弹LV1/2装填数+3	【根性】超过13，获得效果：贯通弹LV1/2装填数+3	57		
412	1	200	2	51	13						贯通弹LV1/2装填数+3	【挑战者】超过13，获得效果：贯通弹LV1/2装填数+3	57		
413	1	200	2	52	13						贯通弹LV1/2装填数+3	【抗菌】超过13，获得效果：贯通弹LV1/2装填数+3	57		
414	1	200	2	55	11						贯通弹LV1/2装填数+3	【耐泥雪】超过11，获得效果：贯通弹LV1/2装填数+3	57		
