#TSV
#============Begin of sheet============
@Sheet=关卡评价奖励
奖励ID	评价	物品1	数量1	物品2	数量2	物品3	数量3	物品4	数量4
100772	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100773	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100774	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100775	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100776	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100777	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100778	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100779	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100780	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100781	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100782	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100783	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100784	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100785	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100786	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100787	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100788	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100789	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100799	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100801	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100802	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100803	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100811	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100812	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100813	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100821	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100822	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100823	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100851	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100852	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100853	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100854	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100855	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100856	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100857	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100858	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100859	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100860	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100861	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100862	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100863	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100864	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100865	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100866	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100867	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100868	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100869	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100870	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100871	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100872	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100873	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100874	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100875	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100876	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100877	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100878	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100879	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100880	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100881	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100882	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100883	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100884	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100885	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100886	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100887	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100888	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100889	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100899	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100901	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100951	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100952	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100953	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100954	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100955	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100956	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100957	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100958	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100959	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100960	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100961	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100962	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100963	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100964	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100965	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100966	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100967	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100968	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100969	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100970	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100971	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100972	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100973	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100974	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100975	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100976	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100977	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100978	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100979	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100980	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100981	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100982	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100983	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100984	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100985	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100986	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100987	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100988	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100989	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100999	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101001	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101002	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101003	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101011	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101012	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101013	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101021	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101022	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101023	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101051	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101052	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101053	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101054	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101055	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101056	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101057	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101058	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101059	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101060	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101061	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101062	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101063	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101064	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101065	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101066	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101067	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101068	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101069	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101070	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101071	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101072	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101073	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101074	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101075	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101076	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101077	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101078	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101079	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101080	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101081	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101082	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101083	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101084	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101085	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101086	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101087	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101088	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101089	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101099	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101101	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101102	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101103	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100631	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100632	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
100633	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101111	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101112	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101113	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101151	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101152	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101153	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101154	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101155	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101156	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101157	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101158	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101159	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101160	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101161	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101162	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101163	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101164	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101165	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101166	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101167	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101168	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101169	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101170	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101171	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101172	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101173	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101174	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101175	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101176	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101177	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101178	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101179	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101180	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101181	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101182	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101183	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101184	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101185	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101186	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101187	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101188	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101189	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
101199	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
120201	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
120202	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
120203	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140051	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140052	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140053	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140054	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140055	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140056	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140057	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140058	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140059	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140060	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140061	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140062	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140063	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140064	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140065	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140066	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140067	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140068	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140069	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140070	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140071	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140072	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140073	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140074	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140075	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140076	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140077	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140078	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140079	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140080	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140081	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140082	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140083	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140084	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140085	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140086	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140087	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140088	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140089	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140201	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140901	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140902	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140903	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140904	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140905	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140906	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140907	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140908	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140909	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140910	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140911	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140912	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140913	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140914	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140915	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140916	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140917	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140918	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140919	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
140920	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
170001	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
190101	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
190201	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
192222	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
192223	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
192224	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200101	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200102	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200103	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200104	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200105	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200106	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200107	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200108	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200109	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200111	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200112	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200113	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200114	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200115	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200116	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200117	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200118	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200119	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200120	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200121	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200122	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200123	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200124	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200125	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200126	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200127	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200128	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200129	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200130	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200131	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200132	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200133	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200134	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200135	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200136	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200201	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200202	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200203	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200204	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200205	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200206	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200207	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200208	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200209	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200210	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200211	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200212	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200213	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200214	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200215	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200216	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200217	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200218	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200219	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200220	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200221	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200222	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200223	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200224	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200225	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200226	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200227	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200228	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200229	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200230	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200231	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200232	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200233	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200234	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200235	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200301	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200302	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200303	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200304	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200305	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200306	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200307	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200308	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200309	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200310	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200311	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200312	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200313	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200314	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200315	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200316	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200317	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200318	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200319	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200320	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200321	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200322	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200323	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200324	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200325	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200326	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200327	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200328	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200329	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200330	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200331	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200332	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200333	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200334	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200335	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200336	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200337	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200338	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
200339	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0			
