#TSV
#============Begin of sheet============
@Sheet=商城版本号
索引	当前版本号
1	13
#============End of sheet============

#============Begin of sheet============
@Sheet=打折卡
物品ID	折扣	折扣额度上限	商品范围
24959	90	50000	
24957	80	50000	
40273	70	50000	
40274	50	50000	
40275	10	50000	
40578	10	70000	
40579	20	70000	
40580	30	70000	
40581	40	70000	
40582	50	70000	
40583	60	70000	
40584	70	70000	
40585	80	70000	
40586	90	70000	
40605	10	100000	
40637	80	50000	
#============End of sheet============

#============Begin of sheet============
@Sheet=打折卡测试数据
物品ID	折扣	折扣额度上限	商品范围
2	95		
#============End of sheet============

#============Begin of sheet============
@Sheet=点券商城
索引ID	组ID	是否显示	图标ICON	女性图标ICON	结算类型	商品名称	物品ID	贩卖数量	类型	子类型	推荐区	销售标志	价格	优惠价格	会员价格	蓝钻会员价格	免费	会员免费	打折卡是否有效	是否可赠送/索取	是否购买自动使用	开始贩售时间	结束贩售时间	购买上限	限制周期	是否取消上架	功能名称	功能参数	BtlSvr不可购买	VIP等级限制	QQ会员限制	人物等级限制	增加VIP经验	排序参数	微信支付信息	是否是VIP物品	模型类型	模型信息	模型动作	性别限制
226	36	0	ma012_04		点券	福尔摩斯（腿部）	763953	1	人物服饰	足部			2680		2560											1														0
227		1	ma012_pl_m	ma012_pl_f	点券	福尔摩斯套装	40163	1	人物服饰	其他		打折	21800	18800	20800						1					1								2013						0
228	37	1	ma004_01		点券	鬼魅巫师（头部）	762610	1	人物服饰	头部			480		460											1														0
229	37	1	ma004_01		点券	鬼魅巫师（头部）	762611	1	人物服饰	头部			1280		1200											1								2008						0
230	37	0	ma004_01		点券	鬼魅巫师（头部）	762612	1	人物服饰	头部			4280		4060											1														0
231	37	0	ma004_01		点券	鬼魅巫师（头部）	762613	1	人物服饰	头部			4280		4060											1														0
232	38	1	ma004_03		点券	鬼魅巫师（腕部）	762620	1	人物服饰	腕部			280		260											1														0
233	38	1	ma004_03		点券	鬼魅巫师（腕部）	762621	1	人物服饰	腕部			760		720											1								2009						0
234	38	0	ma004_03		点券	鬼魅巫师（腕部）	762622	1	人物服饰	腕部			2480		2360											1														0
235	38	0	ma004_03		点券	鬼魅巫师（腕部）	762623	1	人物服饰	腕部			2480		2360											1														0
236	39	1	ma004_02		点券	鬼魅巫师（胸部）	762630	1	人物服饰	胸部			480		460											1														0
237	39	1	ma004_02		点券	鬼魅巫师（胸部）	762631	1	人物服饰	胸部			1280		1200											1								2010						0
238	39	0	ma004_02		点券	鬼魅巫师（胸部）	762632	1	人物服饰	胸部			4280		4060											1														0
239	39	0	ma004_02		点券	鬼魅巫师（胸部）	762633	1	人物服饰	胸部			4280		4060											1														0
240	40	1	ma004_05		点券	鬼魅巫师（腰部）	762640	1	人物服饰	腰部			380		360											1														0
241	40	1	ma004_05		点券	鬼魅巫师（腰部）	762641	1	人物服饰	腰部			980		930											1								2011						0
242	40	0	ma004_05		点券	鬼魅巫师（腰部）	762642	1	人物服饰	腰部			3280		2960											1														0
243	40	0	ma004_05		点券	鬼魅巫师（腰部）	762643	1	人物服饰	腰部			3280		2960											1														0
244	41	1	ma004_04		点券	鬼魅巫师（腿部）	762650	1	人物服饰	足部			280		260											1														0
245	41	1	ma004_04		点券	鬼魅巫师（腿部）	762651	1	人物服饰	足部			760		720											1								2012						0
246	41	0	ma004_04		点券	鬼魅巫师（腿部）	762652	1	人物服饰	足部			2480		2360											1														0
247	41	0	ma004_04		点券	鬼魅巫师（腿部）	762653	1	人物服饰	足部			2480		2360											1														0
248		1	ma004_pl_m	ma004_pl_f	点券	鬼魅巫师套装	40164	1	人物服饰	其他		打折	19800	16800	18800						1					1								2007						0
249	42	1	ma007_01		点券	暴走红莲（头部）	766510	1	人物服饰	头部			680		660											1														0
250	42	1	ma007_01		点券	暴走红莲（头部）	766511	1	人物服饰	头部			1680		1580											1								2002						0
251	42	0	ma007_01		点券	暴走红莲（头部）	766512	1	人物服饰	头部			5680		5380											1														0
252	42	0	ma007_01		点券	暴走红莲（头部）	766513	1	人物服饰	头部			5680		5380											1														0
253	43	1	ma007_03		点券	暴走红莲（腕部）	766520	1	人物服饰	腕部			380		360											1														0
254	43	1	ma007_03		点券	暴走红莲（腕部）	766521	1	人物服饰	腕部			980		930											1								2003						0
255	43	0	ma007_03		点券	暴走红莲（腕部）	766522	1	人物服饰	腕部			3380		3180											1														0
256	43	0	ma007_03		点券	暴走红莲（腕部）	766523	1	人物服饰	腕部			3380		3180											1														0
257	44	1	ma007_02		点券	暴走红莲（胸部）	766530	1	人物服饰	胸部			680		660											1														0
258	44	1	ma007_02		点券	暴走红莲（胸部）	766531	1	人物服饰	胸部			1680		1580											1								2004						0
259	44	0	ma007_02		点券	暴走红莲（胸部）	766532	1	人物服饰	胸部			5680		5380											1														0
260	44	0	ma007_02		点券	暴走红莲（胸部）	766533	1	人物服饰	胸部			5680		5380											1														0
261	45	1	ma007_05		点券	暴走红莲（腰部）	766540	1	人物服饰	腰部			580		560											1														0
262	45	1	ma007_05		点券	暴走红莲（腰部）	766541	1	人物服饰	腰部			1380		1280											1								2005						0
263	45	0	ma007_05		点券	暴走红莲（腰部）	766542	1	人物服饰	腰部			4580		4360											1														0
264	45	0	ma007_05		点券	暴走红莲（腰部）	766543	1	人物服饰	腰部			4580		4360											1														0
265	46	1	ma007_04		点券	暴走红莲（腿部）	766550	1	人物服饰	足部			380		360											1														0
266	46	1	ma007_04		点券	暴走红莲（腿部）	766551	1	人物服饰	足部			980		930											1								2006						0
267	46	0	ma007_04		点券	暴走红莲（腿部）	766552	1	人物服饰	足部			3480		3280											1														0
268	46	0	ma007_04		点券	暴走红莲（腿部）	766553	1	人物服饰	足部			3480		3280											1														0
269		1	ma007_pl_m	ma007_pl_f	点券	暴走红莲套装	40165	1	人物服饰	其他		打折	26800	22800	25600						1					1								2001						0
270	47	0	p_ma_015_3		猎币	火枪喵剑	92025	1	艾露服饰	武器																1														0
271	47	1	p_ma_015_3		猎币	火枪喵剑	92026	1	艾露服饰	武器			1080		1050				1	1														3002						0
272	47	0	p_ma_015_3		猎币	火枪喵剑	92027	1	艾露服饰	武器			2460		2360				1	1																				0
273	47	0	p_ma_015_3		猎币	火枪喵剑	92028	1	艾露服饰	武器																1														0
274	48	0	p_ma_015_1		猎币	火枪喵帽	93060	1	艾露服饰	头部																1														0
275	48	1	p_ma_015_1		猎币	火枪喵帽	93061	1	艾露服饰	头部			660		620				1	1														3003						0
276	48	0	p_ma_015_1		猎币	火枪喵帽	93062	1	艾露服饰	头部			1460		1380				1	1																				0
277	48	0	p_ma_015_1		猎币	火枪喵帽	93063	1	艾露服饰	头部																1														0
278	49	0	p_ma_015_2		猎币	火枪喵服	93065	1	艾露服饰	身体																1														0
279	49	1	p_ma_015_2		猎币	火枪喵服	93066	1	艾露服饰	身体			460		420				1	1														3004						0
280	49	0	p_ma_015_2		猎币	火枪喵服	93067	1	艾露服饰	身体			960		930				1	1																				0
281	49	0	p_ma_015_2		猎币	火枪喵服	93068	1	艾露服饰	身体																1														0
282		1	p_ma_015_4		点券	火枪喵套装	40166	1	艾露服饰	其他		打折	9980	7480	9480				1	1														3001						0
283		1	mart_dust_green_mart		猎币	『大师』缓释型生命粉尘	4833	1	功能	恢复			600		560				1	1														1033						0
284		1	mart_dust_green_mart		猎币	『大师』缓释型生命粉尘（5个）	4833	5	功能	恢复			2800		2680				1	1														1034						0
285		1	mart_cat_scroll_bigger_3		猎币	庄园喵坷垃	40142	1	功能	辅助			200	100	190				1	1						1														0
286		1	mart_cat_scroll_bigger_3		猎币	庄园喵坷垃（10个）	40142	10	功能	辅助			1900	950	1780				1	1						1														0
287		1	mart_catticket_bigger		猎币	猫车票（20个）	40099	20	合作	会员			5380		5180				1	1											QQ会员									0
288		1	mart_medcine_white_bigger		猎币	古龙精华（20个）	40043	20	合作	会员			5380		5180				1	1											QQ会员									0
289		1	mart_medcine_orange_bigger		猎币	大师守护药剂（20个）	40143	20	合作	心悦			3680		3480											1					心悦									0
290		1	mart_storehouse_ticket_bigger		猎币	收纳之书（100个）	40100	100	合作	会员			8800		8360					1											QQ会员									0
291		1	mart_storehouse_ticket_bigger		猎币	收纳之书（100个）	40100	100	合作	会员			8800		8360					1						1					QQ会员									0
292		1	mart_storehouse_ticket_bigger		猎币	收纳之书（100个）	40100	100	合作	心悦			8800		8360					1											心悦									0
293		1	mart_jade_guar		猎币	突破保护石（50个）	40153	50	合作	会员			21800		20800				1	1						1					QQ会员									0
294		1	mart_jade_guar		猎币	突破保护石（50个）	40153	50	合作	蓝钻			21800		20800				1	1						1					蓝钻									0
295		1	mart_jade_guar		猎币	突破保护石（50个）	40153	50	合作	心悦			21800		20800				1	1						1					心悦									0
296		1	Mart_Coop_QQVip_Pack05		点券	QQ会员限购礼包	40169	1	合作	会员		限购	500		480									1	每日	1					QQ会员									0
297		1	Mart_Coop_GameVip_Pack04		点券	蓝钻会员限购礼包	40170	1	合作	蓝钻		限购	500		480									1	每日	1					蓝钻									0
298		1	Mart_Coop_XinYue_MonthPack03		点券	心悦会员限购礼包	40171	1	合作	心悦		限购	1000		960									1	每日	1					心悦									0
299		1	ma027_pl_m	ma027_pl_f	点券	温软冬装套装	40167	1	合作	会员			15800		14800				1	1											QQ会员						1	766610;766620;766630;766640;766650;		0
300		1	ma025_pl_m	ma025_pl_f	点券	缤纷沙滩套装	40168	1	合作	心悦		热卖	38800		36800				1	1											心悦						1	763213;763223;763233;763243;763253;		0
301	50	0	ma010_01		点券	铁血军魂（头部）	763410	1	人物服饰	头部			780		760											1														0
302	50	1	ma010_01		点券	铁血军魂（头部）	763411	1	人物服饰	头部			1960		1860					1						1								1990						0
303	50	0	ma010_01		点券	铁血军魂（头部）	763412	1	人物服饰	头部			6560		6280					1						1														0
304	50	0	ma010_01		点券	铁血军魂（头部）	763413	1	人物服饰	头部			6560		6280											1														0
305	51	0	ma010_03		点券	铁血军魂（腕部）	763420	1	人物服饰	腕部			460		430											1														0
306	51	1	ma010_03		点券	铁血军魂（腕部）	763421	1	人物服饰	腕部			1160		1080					1						1								1991						0
307	51	0	ma010_03		点券	铁血军魂（腕部）	763422	1	人物服饰	腕部			3860		3680					1						1														0
308	51	0	ma010_03		点券	铁血军魂（腕部）	763423	1	人物服饰	腕部																1														0
309	52	0	ma010_02		点券	铁血军魂（胸部）	763430	1	人物服饰	胸部			780		760											1														0
310	52	1	ma010_02		点券	铁血军魂（胸部）	763431	1	人物服饰	胸部			1960		1860					1						1								1992						0
311	52	0	ma010_02		点券	铁血军魂（胸部）	763432	1	人物服饰	胸部			6560		6280					1						1														0
312	52	0	ma010_02		点券	铁血军魂（胸部）	763433	1	人物服饰	胸部																1														0
313	53	0	ma010_05		点券	铁血军魂（腰部）	763440	1	人物服饰	腰部			620		580											1														0
314	53	1	ma010_05		点券	铁血军魂（腰部）	763441	1	人物服饰	腰部			1560		1480					1						1								1993						0
315	53	0	ma010_05		点券	铁血军魂（腰部）	763442	1	人物服饰	腰部			5160		4880					1						1														0
316	53	0	ma010_05		点券	铁血军魂（腰部）	763443	1	人物服饰	腰部																1														0
317	54	0	ma010_04		点券	铁血军魂（腿部）	763450	1	人物服饰	足部			460		430											1														0
318	54	1	ma010_04		点券	铁血军魂（腿部）	763451	1	人物服饰	足部			1160		1080					1						1								1994						0
319	54	0	ma010_04		点券	铁血军魂（腿部）	763452	1	人物服饰	足部			3860		3680					1						1														0
320	54	0	ma010_04		点券	铁血军魂（腿部）	763453	1	人物服饰	足部																1														0
321		1	ma010_pl_m	ma010_pl_f	点券	铁血军魂套装	40182	1	人物服饰	其他			28800	25800	27600					1	1					1								1989						0
322	55	1	ma015_01		点券	圣诞物语（头部）	763510	1	人物服饰	头部			560		530											1														0
323	55	1	ma015_01		点券	圣诞物语（头部）	763511	1	人物服饰	头部			1380		1360					1						1								1996						0
324	55	0	ma015_01		点券	圣诞物语（头部）	763512	1	人物服饰	头部			4680		4460					1						1														0
325	55	0	ma015_01		点券	圣诞物语（头部）	763513	1	人物服饰	头部																1														0
326	56	1	ma015_03		点券	圣诞物语（腕部）	763520	1	人物服饰	腕部			330		320											1														0
327	56	1	ma015_03		点券	圣诞物语（腕部）	763521	1	人物服饰	腕部			860		780					1						1								1997						0
328	56	0	ma015_03		点券	圣诞物语（腕部）	763522	1	人物服饰	腕部			2780		2680					1						1														0
329	56	0	ma015_03		点券	圣诞物语（腕部）	763523	1	人物服饰	腕部																1														0
330	57	1	ma015_02		点券	圣诞物语（胸部）	763530	1	人物服饰	胸部			560		530											1														0
331	57	1	ma015_02		点券	圣诞物语（胸部）	763531	1	人物服饰	胸部			1380		1360					1						1								1998						0
332	57	0	ma015_02		点券	圣诞物语（胸部）	763532	1	人物服饰	胸部			4680		4460					1						1														0
333	57	0	ma015_02		点券	圣诞物语（胸部）	763533	1	人物服饰	胸部																1														0
334	58	1	ma015_05		点券	圣诞物语（腰部）	763540	1	人物服饰	腰部			460		430											1														0
335	58	1	ma015_05		点券	圣诞物语（腰部）	763541	1	人物服饰	腰部			1160		1080					1						1								1999						0
336	58	0	ma015_05		点券	圣诞物语（腰部）	763542	1	人物服饰	腰部			3880		3680					1						1														0
337	58	0	ma015_05		点券	圣诞物语（腰部）	763543	1	人物服饰	腰部																1														0
338	59	1	ma015_04		点券	圣诞物语（腿部）	763550	1	人物服饰	足部			330		320											1														0
339	59	1	ma015_04		点券	圣诞物语（腿部）	763551	1	人物服饰	足部			860		780					1						1								2000						0
340	59	0	ma015_04		点券	圣诞物语（腿部）	763552	1	人物服饰	足部			2780		2680					1						1														0
341	59	0	ma015_04		点券	圣诞物语（腿部）	763553	1	人物服饰	足部																1														0
342		1	ma015_pl_m	ma015_pl_f	点券	圣诞物语套装	40183	1	人物服饰	其他			18800	15800	17800					1	1					1								1995						0
343	60	0	p_ma_025_1		猎币	铁血兵长工兵铲	92069	1	艾露服饰	武器																1														0
344	60	1	p_ma_025_3		猎币	铁血兵长工兵铲	92070	1	艾露服饰	武器			1980		1880											1														0
345	60	0	p_ma_025_3		猎币	铁血兵长工兵铲	92071	1	艾露服饰	武器			4380		4180											1														0
346	60	0	p_ma_025_3		猎币	铁血兵长工兵铲	92072	1	艾露服饰	武器																1														0
347	61	0	p_ma_025_1		猎币	铁血兵长钢盔	93150	1	艾露服饰	头部																1														0
348	61	1	p_ma_025_1		猎币	铁血兵长钢盔	93151	1	艾露服饰	头部			1180		1160											1														0
349	61	0	p_ma_025_1		猎币	铁血兵长钢盔	93152	1	艾露服饰	头部			2660		2480											1														0
350	61	0	p_ma_025_1		猎币	铁血兵长钢盔	93153	1	艾露服饰	头部																1														0
351	62	0	p_ma_025_2		猎币	铁血兵长军服	93155	1	艾露服饰	身体																1														0
352	62	1	p_ma_025_2		猎币	铁血兵长军服	93156	1	艾露服饰	身体			780		760											1														0
353	62	0	p_ma_025_2		猎币	铁血兵长军服	93157	1	艾露服饰	身体			1760		1680											1														0
354	62	0	p_ma_025_2		猎币	铁血兵长军服	93158	1	艾露服饰	身体																1														0
355		1	p_ma_025_4		点券	铁血兵长套装	40184	1	艾露服饰	其他			9800	8600	9600											1														0
356	63	0	p_ma_004_3		猎币	圣诞老人拐棍	92053	1	艾露服饰	武器																1														0
357	63	1	p_ma_004_3		猎币	圣诞老人拐棍	92054	1	艾露服饰	武器			1780		1680				1	1														2998						0
358	63	0	p_ma_004_3		猎币	圣诞老人拐棍	92055	1	艾露服饰	武器			3960		3780				1	1																				0
359	63	0	p_ma_004_3		猎币	圣诞老人拐棍	92056	1	艾露服饰	武器																1														0
