#TSV
#============Begin of sheet============
@Sheet=宠物装备打造
配方ID	配方名称	装备系列	搜索关键字	NpcID	UnlockLevelID	配方类型	锻造代币ID	锻造代币抵扣金额	锻造代币使用上限	装备类型	打造种类	使用等级	使用星级	远近类型	生成物品1ID	生成数量1	生成率1	生成物品2ID	生成数量2	生成率2	副产物ID	副产数量	副产生成率	消耗金钱	原料1ID	数量1	原料2ID	数量2	原料3ID	数量3	原料4ID	数量4	原料5ID	数量5	原料6ID	数量6	原料7ID	数量7	原料8ID	数量8	原料9ID	数量9	原料10ID	数量10
39002		猎人弓I				1				0	5	1	1	1	59016	1	100							50																					5	15											21474	2	10															
31002		十字枪				1				0	6	1	1	1	51016	1	100							50																					5	15											21474	2	10															
33002		铁铸剑盾				1				0	1	1	1	1	53016	1	100							50																					5	15											21474	2	10															
38002		铁铸风笛				1				0	9	1	1	1	56006	1	100							50																					5	15											21474	2	10															
35002		铁铸双剑				1				0	4	1	1	1	55016	1	100							50																					5	15											21474	2	10															
32002		铁铸太刀				1				0	2	1	1	1	52017	1	100							50																					5	15											21474	2	10															
37002		铁铸长枪				1				0	7	1	1	1	57006	1	100							50																					5	15											21474	2	10															
36003		骨制铳枪				1				0	8	1	1	1	58003	1	100							50																					5	15											21474	2	10															
34003		骨锤				1				0	20	1	1	1	54013	1	100							50																					5	15											21474	2	10															
30003		骨刀				1				0	3	1	1	1	50013	1	100							50																					5	15											21474	2	10															
39003		速射弓				1				0	5	1	1	1	59013	1	100							50																					5	15											21474	2	10															
31003		爬虫弩				1				0	6	1	1	1	51013	1	100							50																					5	15											21474	2	10															
33003		骨片手				1				0	1	1	1	1	53013	1	100							50																					5	15											21474	2	10															
38003		骨笛				1				0	9	1	1	1	56003	1	100							50																					5	15											21474	2	10															
35003		骨双刀				1				0	4	1	1	1	55014	1	100							50																					5	15											21474	2	10															
32003		骨太刀				1				0	2	1	1	1	52013	1	100							50																					5	15											21474	2	10															
37003		骨标枪				1				0	7	1	1	1	57004	1	100							50																					5	15											21474	2	10															
40001		晓风斩斧				1				0	12	1	1	1	210121	1	100							50																					5	15											21474	2	10															
40002		铁铸斩斧				1				0	12	1	1	1	210006	1	100							50																					5	15											21474	2	10															
40003		骨斩斧				1				0	12	1	1	1	210003	1	100							50																					5	15											21474	2	10															
60100		真晓风头盔				1				1	10	1	1	1	61411	1	100							500																					5	15											21474	2	10															
60101		真晓风腕甲				1				1	11	1	1	1	61412	1	100							500																					5	15											21474	2	10															
60102		真晓风铠甲				1				1	12	1	1	1	61413	1	100							500																					5	15											21474	2	10															
60103		真晓风腰甲				1				1	13	1	1	1	61414	1	100							500																					5	15											21474	2	10															
60104		真晓风重靴				1				1	14	1	1	1	61415	1	100							500																					5	15											21474	2	10															
60105		真晓风战帽				1				1	10	1	1	2	61416	1	100							500																					5	15											21474	2	10															
60106		真晓风护手				1				1	11	1	1	2	61417	1	100							500																					5	15											21474	2	10															
60107		真晓风链甲				1				1	12	1	1	2	61418	1	100							500																					5	15											21474	2	10															
60108		真晓风裙甲				1				1	13	1	1	2	61419	1	100							500																					5	15											21474	2	10															
60109		真晓风轻靴				1				1	14	1	1	2	61420	1	100							500																					5	15											21474	2	10															
36119		剧毒火铳	紫毒鸟铳枪R3			1	21451	2000	1	0	8	1	1	1	58109	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
34119		毒槌	紫毒鸟锤R3			1	21451	2000	1	0	20	1	1	1	54120	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
30119		毒狩	紫毒鸟大剑R3			1	21451	2000	1	0	3	1	1	1	50119	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
39119		猛毒镰弓	紫毒鸟弓R3			1	21451	2000	1	0	5	1	1	1	59119	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
31119		毒鸟復誓	紫毒鸟弩R3			1	21451	2000	1	0	6	1	1	1	51120	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
33119		凶徒短刀	紫毒鸟片手R3			1	21451	2000	1	0	1	1	1	1	53119	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
38119		淬骨长号	紫毒鸟狩猎笛R3			1	21451	2000	1	0	9	1	1	1	56109	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
35119		枯竭双铗	紫毒鸟双刀R3			1	21451	2000	1	0	4	1	1	1	55117	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
32119		紫鹭斩魄镰	紫毒鸟太刀R3			1	21451	2000	1	0	2	1	1	1	52112	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
37119		沁毒长兵	紫毒鸟长枪R3			1	21451	2000	1	0	7	1	1	1	57109	1	100							4000	22892	3	22889	5	22890	4	22891	1																																										
36130		狸铳	战鬼河狸兽铳枪R4			1	21451	2000	2	0	8	1	1	1	58121	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
34130		万宝战锤	战鬼河狸兽锤R4			1	21451	2000	2	0	20	1	1	1	54131	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
30130		豪鬼大剑	战鬼河狸兽大剑R4			1	21451	2000	2	0	3	1	1	1	50131	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
39130		穿杨之光	战鬼河狸兽弓R4			1	21451	2000	2	0	5	1	1	1	59131	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
31130		兽咆	战鬼河狸兽弩R4			1	21451	2000	2	0	6	1	1	1	51131	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
33130		战鬼剑	战鬼河狸兽片手R4			1	21451	2000	2	0	1	1	1	1	53131	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
38130		豪之角笛	战鬼河狸兽狩猎笛R4			1	21451	2000	2	0	9	1	1	1	56121	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
35130		豪鬼双剑	战鬼河狸兽双刀R4			1	21451	2000	2	0	4	1	1	1	55131	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
32130		豪鬼太刀	战鬼河狸兽太刀R4			1	21451	2000	2	0	2	1	1	1	52131	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
37130		沥泉古刃	战鬼河狸兽长枪R4			1	21451	2000	2	0	7	1	1	1	57121	1	100							8000	22650	4	22648	9	22649	4	23230	2																																										
36142		猛火油柜【千缕】	砦蟹亚铳枪R7			1	21451	2000	8	0	8	1	1	1	58257	1	100							32000	22036	6	22035	9	23415	5																																												
34142		重九鼎【兽纹】	砦蟹亚锤R7			1	21451	2000	8	0	20	1	1	1	54267	1	100							32000	22036	6	22035	9	23415	5																																												
30142		易刀【定】	砦蟹亚大剑R7			1	21451	2000	8	0	3	1	1	1	50267	1	100							32000	22036	6	22035	9	23415	5																																												
39142		飞卫矢=赤纹	砦蟹亚弓R7			1	21451	2000	8	0	5	1	1	1	59267	1	100							32000	22036	6	22035	9	23415	5																																												
31142		神机火元戎=赤纹	砦蟹亚弩R7			1	21451	2000	8	0	6	1	1	1	51267	1	100							32000	22036	6	22035	9	23415	5																																												
33142		饕纹面	砦蟹亚片手R7			1	21451	2000	8	0	1	1	1	1	53267	1	100							32000	22036	6	22035	9	23415	5																																												
38142		丧钟【澄鸣】	砦蟹亚狩猎笛R7			1	21451	2000	8	0	9	1	1	1	56257	1	100							32000	22036	6	22035	9	23415	5																																												
35142		殊布【磬折】	砦蟹亚双刀R7			1	21451	2000	8	0	4	1	1	1	55267	1	100							32000	22036	6	22035	9	23415	5																																												
32142		百兵君【湛卢】	砦蟹亚太刀R7			1	21451	2000	8	0	2	1	1	1	52267	1	100							32000	22036	6	22035	9	23415	5																																												
37142		元徒戈【千】	砦蟹亚长枪R7			1	21451	2000	8	0	7	1	1	1	57257	1	100							32000	22036	6	22035	9	23415	5																																												
36141		猛火油柜【万钧】	砦蟹铳枪R7			1	21451	2000	8	0	8	1	1	1	58251	1	100							32000	22018	6	22017	9	23412	5																																												
34141		重九鼎【方觥】	砦蟹锤R7			1	21451	2000	8	0	20	1	1	1	54261	1	100							32000	22018	6	22017	9	23412	5																																												
30141		易刀【守】	砦蟹大剑R7			1	21451	2000	8	0	3	1	1	1	50261	1	100							32000	22018	6	22017	9	23412	5																																												
39141		飞卫矢=青纹	砦蟹弓R7			1	21451	2000	8	0	5	1	1	1	59261	1	100							32000	22018	6	22017	9	23412	5																																												
31141		神机火元戎=青纹	砦蟹弩R7			1	21451	2000	8	0	6	1	1	1	51261	1	100							32000	22018	6	22017	9	23412	5																																												
33141		餮纹面	砦蟹片手R7			1	21451	2000	8	0	1	1	1	1	53261	1	100							32000	22018	6	22017	9	23412	5																																												
38141		殁号【澄鸣】	砦蟹狩猎笛R7			1	21451	2000	8	0	9	1	1	1	56251	1	100							32000	22018	6	22017	9	23412	5																																												
35141		空首布【磬折】	砦蟹双刀R7			1	21451	2000	8	0	4	1	1	1	55261	1	100							32000	22018	6	22017	9	23412	5																																												
32141		百兵君【承影】	砦蟹太刀R7			1	21451	2000	8	0	2	1	1	1	52261	1	100							32000	22018	6	22017	9	23412	5																																												
37141		元徒戈【百】	砦蟹长枪R7			1	21451	2000	8	0	7	1	1	1	57251	1	100							32000	22018	6	22017	9	23412	5																																												
36172		相之臼炮	御五相荒厄龙铳枪R7			1	21451	2000	8	0	8	1	1	1	58620	1	100							32000	22725	6	22723	9	23182	5																																												
34172		破五律	御五相荒厄龙锤R7			1	21451	2000	8	0	20	1	1	1	54630	1	100							32000	22727	6	22723	9	23182	5																																												
30172		五轮常铭	御五相荒厄龙大剑R7			1	21451	2000	8	0	3	1	1	1	50630	1	100							32000	22727	6	22723	9	23182	5																																												
39172		司五元	御五相荒厄龙弓R7			1	21451	2000	8	0	5	1	1	1	59630	1	100							32000	22726	6	22723	9	23182	5																																												
31172		五度相位炮	御五相荒厄龙弩R7			1	21451	2000	8	0	6	1	1	1	51630	1	100							32000	22726	6	22723	9	23182	5																																												
33172		双极堕道	御五相荒厄龙片手R7			1	21451	2000	8	0	1	1	1	1	53630	1	100							32000	22725	6	22723	9	23182	5																																												
38172		祀魔之链	御五相荒厄龙狩猎笛R7			1	21451	2000	8	0	9	1	1	1	56620	1	100							32000	22727	6	22723	9	23182	5																																												
35172		五天镜反	御五相荒厄龙双刀R7			1	21451	2000	8	0	4	1	1	1	55630	1	100							32000	22725	6	22723	9	23182	5																																												
32172		厄镰圆舞	御五相荒厄龙太刀R7			1	21451	2000	8	0	2	1	1	1	52630	1	100							32000	22727	6	22723	9	23182	5																																												
37172		御龙锥	御五相荒厄龙长枪R7			1	21451	2000	8	0	7	1	1	1	57620	1	100							32000	22725	6	22723	9	23182	5																																												
36148		英灵唤醒者	樱火龙铳枪R6			1	21451	2000	5	0	8	1	1	1	58584	1	100							20000	22621	6	22620	8	23117	4																																												
34148		荆棘女王	樱火龙锤R6			1	21451	2000	5	0	20	1	1	1	54594	1	100							20000	22621	6	22620	8	23117	4																																												
30148		泰达尔妮亚	樱火龙大剑R6			1	21451	2000	5	0	3	1	1	1	50594	1	100							20000	22622	6	22620	8	23117	4																																												
39148		射心弓	樱火龙弓R6			1	21451	2000	5	0	5	1	1	1	59594	1	100							20000	22623	6	22620	8	23117	4																																												
31148		红心超武神	樱火龙弩R6			1	21451	2000	5	0	6	1	1	1	51594	1	100							20000	22623	6	22620	8	23117	4																																												
33148		蔷薇女王	樱火龙片手R6			1	21451	2000	5	0	1	1	1	1	53594	1	100							20000	22622	6	22620	8	23117	4																																												
38148		樱花竖笛	樱火龙狩猎笛R6			1	21451	2000	5	0	9	1	1	1	56584	1	100							20000	22621	6	22620	8	23117	4																																												
35148		樱华飞重	樱火龙双刀R6			1	21451	2000	5	0	4	1	1	1	55594	1	100							20000	22622	6	22620	8	23117	4																																												
32148		飞龙刀【樱】	樱火龙太刀R6			1	21451	2000	5	0	2	1	1	1	52594	1	100							20000	22622	6	22620	8	23117	4																																												
37148		樱红之刺	樱火龙长枪R6			1	21451	2000	5	0	7	1	1	1	57584	1	100							20000	22621	6	22620	8	23117	4																																												
36127		羽铳·幻影之栏	银眠鸟铳枪R5			1	21451	2000	3	0	8	1	1	1	58157	1	100							15000	22493	6	22492	6	23272	3																																												
34127		冰晶尖钻	银眠鸟锤R5			1	21451	2000	3	0	20	1	1	1	54167	1	100							15000	22493	6	22492	6	23272	3																																												
