#TSV
#============Begin of sheet============
@Sheet=人物普通buff10~12
10222	燃烧		0	燃烧				30000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比扣红血	20										buff13		你燃烧了！								
10223	燃烧		0	燃烧				30000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比扣红血	30										buff13		你燃烧了！								
10224	燃烧		0	燃烧				30000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比扣红血	40										buff13		你燃烧了！								
10225	燃烧		0	燃烧				30000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比扣红血	50										buff13		你燃烧了！								
10226	燃烧		0	燃烧				30000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比扣红血	60										buff13		你燃烧了！								
10227	燃烧		0	燃烧				30000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比扣红血	70										buff13		你燃烧了！								
10228	燃烧		0	燃烧				30000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比扣红血	80										buff13		你燃烧了！								
10229	燃烧		0	燃烧				30000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比扣红血	90										buff13		你燃烧了！								
10231	回复力		1					5000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10232	回复力		1					5000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	15										buff15		回复力提升								
10233	回复力		1					5000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10241	回复力		1					10000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10242	回复力		1					10000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	15										buff15		回复力提升								
10243	回复力		1					10000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10251	回复力		1					20000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10252	回复力		1					20000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	15										buff15		回复力提升								
10253	回复力		1					20000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10261	回复力		1					30000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10262	回复力		1					30000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	15										buff15		回复力提升								
10263	回复力		1					30000						时间更新,次数叠加		5					1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10270	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	5										buff15		回复力提升								
10271	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10272	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10273	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	30										buff15		回复力提升								
10274	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	40										buff15		回复力提升								
10275	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	50										buff15		回复力提升								
10276	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	60										buff15		回复力提升								
10277	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	70										buff15		回复力提升								
10278	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	80										buff15		回复力提升								
10279	回复力		1					5000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	90										buff15		回复力提升								
10280	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	5										buff15		回复力提升								
10281	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10282	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10283	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	30										buff15		回复力提升								
10284	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	40										buff15		回复力提升								
10285	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	50										buff15		回复力提升								
10286	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	60										buff15		回复力提升								
10287	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	70										buff15		回复力提升								
10288	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	80										buff15		回复力提升								
10289	回复力		1					10000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	90										buff15		回复力提升								
10290	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	5										buff15		回复力提升								
10291	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10292	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10293	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	30										buff15		回复力提升								
10294	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	40										buff15		回复力提升								
10295	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	50										buff15		回复力提升								
10296	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	60										buff15		回复力提升								
10297	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	70										buff15		回复力提升								
10298	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	80										buff15		回复力提升								
10299	回复力		1					15000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	90										buff15		回复力提升								
10300	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	5										buff15		回复力提升								
10301	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10302	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10303	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	30										buff15		回复力提升								
10304	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	40										buff15		回复力提升								
10305	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	50										buff15		回复力提升								
10306	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	60										buff15		回复力提升								
10307	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	70										buff15		回复力提升								
10308	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	80										buff15		回复力提升								
10309	回复力		1					20000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	90										buff15		回复力提升								
10310	回复力		1					25000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	5										buff15		回复力提升								
10311	回复力		1					25000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	10										buff15		回复力提升								
10312	回复力		1					25000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	20										buff15		回复力提升								
10313	回复力		1					25000						时间更新,次数不变							1	1	EOT触发					1000		固定百分比加血	30										buff15		回复力提升								
