#TSV
#============Begin of sheet============
@Sheet=Phonetics
Text	Phonetics
五车裂骨=判灭	wclgpm
五车裂骨=涤净	wclgdj
五轮常铭	wlcm
五轮常铭·归一	wlcmgy
五轮常铭·空	wlcmk
五轮无常铭	wlwcm
亘古的神龙玉	ggdsly
亡灵引导者(头部)	wlydztb
亡灵引导者(胸部)	wlydzxb
亡灵引导者(腕部)	wlydzwb
亡灵引导者(腰部)	wlydzyb
亡灵引导者(腿部)	wlydztb
亡者国度=不朽	wzgdbx
亡者国度=不灭	wzgdbm
亡者国度=不腐	wzgdbf
亢音狼笳	kylj
亢音狼笳改	kyljg
亢音笳【厄】	kyje
亢音笳【弥】	kyjm
亢音笳【梵】	kyjf
亢音笳改【厄】	kyjge
亢音笳极【厄】	kyjje
京东中级礼包	jdzjlb
京东精品礼包	jdjplb
亮绿色的浓汁	llsdnz
亮绿色的粘液	llsdzy
亮蓝色的粘液	llsdzy
亮黄的毛	lhdm
人心凝聚馈赠	rxnjkz
人心的凝聚	rxdnj
仁王之礼	rwzl
仓库扩容卷轴	ckkrjz
仓库扩容道具	ckkrdj
仙人掌花	xrzh
仙军头盔	xjtk
仙军头盔·R	xjtkr
仙军头盔·S	xjtks
仙军腕甲	xjwj
仙军腕甲·R	xjwjr
仙军腕甲·S	xjwjs
仙军腰甲	xjyj
仙军腰甲·R	xjyjr
仙军腰甲·S	xjyjs
仙军腿甲	xjtj
仙军腿甲·R	xjtjr
仙军腿甲·S	xjtjs
仙军铠甲	xjkj
仙军铠甲·R	xjkjr
仙军铠甲·S	xjkjs
代表思念的项链	dbsndxl
以柔克刚(头部)	yrkgtb
以柔克刚(胸部)	yrkgxb
以柔克刚(腕部)	yrkgwb
以柔克刚(腰部)	yrkgyb
以柔克刚(腿部)	yrkgtb
以柔克刚·伞包	yrkgsb
以柔克刚·扇包	yrkgsb
以柔克刚套装	yrkgtz
以柔制刚(头部)	yrzgtb
以柔制刚(胸部)	yrzgxb
以柔制刚(腕部)	yrzgwb
以柔制刚(腰部)	yrzgyb
以柔制刚(腿部)	yrzgtb
任务书碎片-中间	rwsspzj
任务书碎片-右上	rwsspys
任务书碎片-右下	rwsspyx
任务书碎片-左上	rwsspzs
任务书碎片-左下	rwsspzx
任务奖励道具	rwjldj
企鹅喵头盔	qemtk
企鹅喵护甲	qemhj
企鹅喵武器	qemwq
伊凡之众神之锤	yfzzszc
伊凡之战锤	yfzzc
伊凡之神锤	yfzsc
伊西斯破浪钢锤	yxsplgc
伏击珠【1】	fjz1
伏击珠【2】	fjz2
伏击珠【3】	fjz3
伏波斧【湛】	fbfz
伏波斧【苍】	fbfc
伏波斧【青】	fbfq
众神之主(头部)	zszztb
众神之主(胸部)	zszzxb
众神之主(腕部)	zszzwb
众神之主(腰部)	zszzyb
众神之主(腿部)	zszztb
众神之主·庆典(头部)	zszzqdtb
众神之主·庆典(胸部)	zszzqdxb
众神之主·庆典(腕部)	zszzqdwb
众神之主·庆典(腰部)	zszzqdyb
众神之主·庆典(腿部)	zszzqdtb
众神之主·庆典（随机）	zszzqdsj
众神之光	zszg
众神之光·S	zszgs
众神之怒	zszn
众神之怒·S	zszns
众神战袍(头部)	zszptb
众神战袍(胸部)	zszpxb
众神战袍(腕部)	zszpwb
众神战袍(腰部)	zszpyb
众神战袍(腿部)	zszptb
优质兽骨	yzsg
优质的弯曲角	yzdwqj
优质的星龙背翅	yzdxlbc
优质的毛皮	yzdmp
优质祸星龙背翅	yzhxlbc
优质衣料	yzyl
优质魂晶	yzhj
优质龙骨	yzlg
优雅夏装(头部)	yyxztb
优雅夏装(胸部)	yyxzxb
优雅夏装(腕部)	yyxzwb
优雅夏装(腰部)	yyxzyb
优雅夏装(腿部)	yyxztb
优雅夏装·MHO豪蓝(头部)	yyxzmhohltb
优雅夏装·MHO豪蓝(胸部)	yyxzmhohlxb
优雅夏装·MHO豪蓝(腕部)	yyxzmhohlwb
优雅夏装·MHO豪蓝(腰部)	yyxzmhohlyb
优雅夏装·MHO豪蓝(腿部)	yyxzmhohltb
优雅夏装·MHO豪蓝套装(30天)	yyxzmhohltz30t
优雅夏装·MHO豪蓝套装(365天)	yyxzmhohltz365t
优雅夏装·MHO豪蓝套装(7天)	yyxzmhohltz7t
优雅夏装·MHO豪蓝套装(永久)	yyxzmhohltzyj
优雅夏装·心悦(头部)	yyxzxytb
优雅夏装·心悦(胸部)	yyxzxyxb
优雅夏装·心悦(腕部)	yyxzxywb
优雅夏装·心悦(腰部)	yyxzxyyb
优雅夏装·心悦(腿部)	yyxzxytb
优雅夏装·心悦套装(30天)	yyxzxytz30t
优雅夏装·心悦套装(365天)	yyxzxytz365t
优雅夏装·心悦套装(7天)	yyxzxytz7t
优雅夏装·心悦套装(永久)	yyxzxytzyj
优雅夏装套装	yyxztz
优雅夏装时装套（30天）	yyxzszt30t
优雅夏装时装套（7天）	yyxzszt7t
伙伴的答谢礼包	hbddxlb
会员专属礼包	hyzslb
会员升级礼包LV10	hysjlblv10
会员升级礼包LV20	hysjlblv20
会员升级礼包LV30	hysjlblv30
会员升级礼包LV40	hysjlblv40
会员头盔	hytk
会员新手礼包	hyxslb
会员每周礼包	hymzlb
会员每日礼包	hymrlb
会员每日赠礼·叁	hymrzls
会员每日赠礼·壹	hymrzly
会员每日赠礼·贰	hymrzle
会员每月礼包	hymylb
会员特别大礼包	hytbdlb
会员签到三天礼包	hyqdstlb
会员签到五天礼包	hyqdwtlb
会员老猎人回归礼包	hyllrhglb
会员贵族礼包	hygzlb
会员限购礼包.叁	hyxglbs
会员限购礼包.壹	hyxglby
会员限购礼包.贰	hyxglbe
会员预售大礼包	hyysdlb
会心毒眠麻肉质铳枪	hxdmmrzcq
会心笛	hxd
会长的推荐信	hzdtjx
传声筒	cst
传说中的美食	cszdms
传说中的英雄纹章	cszdyxwz
传说中的食谱	cszdsp
传说护石	cshs
传说护石包	cshsb
传说护石包（绑定）	cshsbbd
传说猎人装备设计图	cslrzbsjt
传说骑士的诗篇	csqsdsp
伪装剂-探索	wzjts
伪装剂-收集	wzjsj
伪装剂-杀戮	wzjsl
伪装剂-狩猎	wzjsl
伪装剂-霸主	wzjbz
伸缩的柔皮	ssdrp
伸缩的魅皮	ssdmp
低价福利礼包	djfllb
低压的电气袋	dyddqd
低橙斩铳枪-炮击测试	dczcqpjcs
低音笳【厄】	dyje
低音笳【弥】	dyjm
低音笳【梵】	dyjf
低黄斩铳枪-炮击测试	dhzcqpjcs
体力珠【1】	tlz1
体力珠【2】	tlz2
体力珠【3】	tlz3
体术珠	tsz
体术珠【1】	tsz1
体术珠【2】	tsz2
体术珠【3】	tsz3
使徒钩斧	stgf
侏罗纪的观影券	zljdgyq
侵损的头壳	qsdtk
便携式烟囱	bxsyc
便携式烟囱·S	bxsycs
便携手雷	bxsl
便携烤肉架	bxkrj
便携闪光玉	bxsgy
俏皮兔耳	qpte
俏皮猫耳	qpme
俏皮艾露(头部)	qpaltb
俏皮艾露(胸部)	qpalxb
俏皮艾露(腕部)	qpalwb
俏皮艾露(腰部)	qpalyb
俏皮艾露(腿部)	qpaltb
信赖之证	xlzz
修复的剑	xfdj
修普诺克之尾	xpnkzw
修普诺克之尾+速射枪管	xpnkzwssqg
修普诺克之彩金尾	xpnkzcjw
修普诺克之彩金羽	xpnkzcjy
修普诺克之羽	xpnkzy
修普诺克之羽改	xpnkzyg
修普诺克之羽极	xpnkzyj
修普诺克之金尾	xpnkzjw
修普诺克之金羽	xpnkzjy
修罗【御手】	xlys
修罗【御手】·R	xlysr
修罗【御足】	xlyz
修罗【御足】·R	xlyzr
修罗【御面】	xlym
修罗【御面】·R	xlymr
修罗【羽衣】	xlyy
修罗【羽衣】·R	xlyyr
修罗【腰卷】	xlyj
修罗【腰卷】·R	xlyjr
修罗之心	xlzx
修罗原珠	xlyz
倍毒珠	bdz
倍痹珠	bbz
倍绝珠	bjz
倒地珠	ddz
倒地珠【1】	ddz1
倒地珠【2】	ddz2
假日畅玩超值礼包	jrcwczlb
假期福袋	jqfd
假面绅士(头部)	jmsstb
假面绅士(胸部)	jmssxb
假面绅士(腕部)	jmsswb
假面绅士(腰部)	jmssyb
假面绅士(腿部)	jmsstb
假面绅士套装	jmsstz
偷袭胚珠	txpz
储沙囊	csn
催眠剑稚妖	cmjzy
催眠双刺	cmsc
催眠双刺改	cmscg
催眠双刺极	cmscj
催眠双刺真	cmscz
元始的宝珠	ysdbz
元徒戈	ytg
元徒戈·古铜	ytggt
元徒戈【千】	ytgq
元徒戈【千重】	ytgqz
元徒戈【千重云】	ytgqzy
元徒戈【百】	ytgb
元徒戈【百御】	ytgby
元徒戈【百御风】	ytgbyf
元徒戈改	ytgg
元徒戈极	ytgj
充满爱意的巧克力	cmaydqkl
先游&大众点评奢华礼	xydzdpshl
先游&大众点评狩猎礼	xydzdpsll
先游&大众点评遇见礼	xydzdpyjl
先游新手礼包	xyxslb
先游活跃用户礼包	xyhyyhlb
先游精英玩家礼包	xyjywjlb
先游至尊礼包	xyzzlb
先遣猎团福利大礼包	xqltfldlb
先锋兜锤	xfdc
先锋兜锤·日冕	xfdcrm
先锋兜锤·月寂	xfdcyj
先锋兜锤·月蚀	xfdcys
先锋兜锤·破壁	xfdcpb
先锋秘匣	xfmx
先锋秘匣【傅立叶】	xfmxfly
先锋秘匣【拉普拉斯】	xfmxlpls
先锋装甲	xfzj
先锋装甲·澄澈	xfzjcc
先锋装甲改	xfzjg
先锋装甲真	xfzjz
光明巨擘	gmjb
光明王·萨姆	gmwsm
光明王【危月】	gmwwy
光明王【心月】	gmwxy
光明王【毕月】	gmwby
光明铳	gmc
光明铳·澄澈	gmccc
光水晶	gsj
光水晶坠饰	gsjzs
光水晶挂坠	gsjgz
光虫	gc
光镀晶体涂层	gdjttc
免费送信券	mfsxq
入潜重枪	rqzq
入潜重枪+速射枪管·雪青	rqzqssqgxq
入潜重枪【奔】	rqzqb
入潜重枪【涓】	rqzqj
入潜重枪【湍】	rqzqt
全体力回复buff测试	qtlhfbuffcs
全开珠【1】	qkz1
全开珠【2】	qkz2
全民奖励	qmjl
全民新手礼	qmxsl
八级捕虫网	bjbcw
八级武器玉	bjwqy
八级采草手套	bjccst
八级铁镐	bjtg
八级铠玉	bjky
八级首饰玉	bjssy
八荒旌旗	bhjq
八荒旌旗·鲲穹	bhjqkq
八荒旌旗·鲸掠	bhjqjl
八荒烬灭	bhjm
八音绮羽	byqy
八音绮羽【安魂曲】	byqyahq
公主剑	gzj
公主剑·盛世王朝	gzjsswc
公主剑·落寞王朝	gzjlmwc
公主头饰	gzts
公主的优雅	gzdyy
公会万人迷	ghwrm
公会万人迷(头部)	ghwrmtb
公会万人迷(胸部)	ghwrmxb
公会万人迷(腕部)	ghwrmwb
公会万人迷(腰部)	ghwrmyb
公会万人迷(腿部)	ghwrmtb
公会万人迷套装	ghwrmtz
公会剑豪头盔	ghjhtk
公会剑豪护手	ghjhhs
公会剑豪眼罩	ghjhyz
公会剑豪腕甲	ghjhwj
公会剑豪腰甲	ghjhyj
公会剑豪裙甲	ghjhqj
公会剑豪轻靴	ghjhqx
公会剑豪重靴	ghjhzx
公会剑豪铠甲	ghjhkj
公会剑豪链甲	ghjhlj
公会勇者头盔	ghyztk
公会勇者护手	ghyzhs
公会勇者眼罩	ghyzyz
公会勇者腕甲	ghyzwj
公会勇者腰甲	ghyzyj
公会勇者裙甲	ghyzqj
公会勇者轻靴	ghyzqx
公会勇者重靴	ghyzzx
公会勇者铠甲	ghyzkj
公会勇者链甲	ghyzlj
公会名工30天套装（3件）	ghmg30ttz3j
公会名工30天套装（4件）	ghmg30ttz4j
公会名工30天套装（5件）	ghmg30ttz5j
公会名工头盔	ghmgtk
公会名工护手	ghmghs
公会名工眼罩	ghmgyz
公会名工腕甲	ghmgwj
公会名工腰甲	ghmgyj
公会名工裙甲	ghmgqj
公会名工轻靴	ghmgqx
公会名工重靴	ghmgzx
公会名工铠甲	ghmgkj
公会名工链甲	ghmglj
公会委托	ghwt
公会异闻录	ghywl
公会智将头盔	ghzjtk
公会智将护手	ghzjhs
公会智将眼罩	ghzjyz
公会智将腕甲	ghzjwj
公会智将腰甲	ghzjyj
公会智将裙甲	ghzjqj
公会智将轻靴	ghzjqx
公会智将重靴	ghzjzx
公会智将铠甲	ghzjkj
公会智将链甲	ghzjlj
公会机密任务书-丙	ghjmrwsb
公会机密任务书-乙	ghjmrwsy
公会机密任务书-甲	ghjmrwsj
公会狩者头盔	ghsztk
公会狩者护手	ghszhs
公会狩者眼罩	ghszyz
公会狩者腕甲	ghszwj
公会狩者腰甲	ghszyj
公会狩者裙甲	ghszqj
公会狩者轻靴	ghszqx
公会狩者重靴	ghszzx
公会狩者铠甲	ghszkj
公会狩者链甲	ghszlj
六出霜决	lcsj
六烨灼莲	lyzl
六烨灼莲改	lyzlg
六级原料种子	ljylzz
六级捕虫网	ljbcw
六级武器玉	ljwqy
六级采草手套	ljccst
六级铁镐	ljtg
六级首饰玉	ljssy
六色奇面族油彩	lsqmzyc
六道轮回	ldlh
六道轮回·天	ldlht
六道轮回·阿修罗	ldlhaxl
兴奋蘑菇	xfmg
兵士护石	bshs
兵长喵斗气甲	bzmdqj
兵长喵斗气甲·改	bzmdqjg
兵长喵斗气盔	bzmdqk
兵长喵斗气盔·改	bzmdqkg
兵长斗气锤	bzdqc
兵长斗气锤·改	bzdqcg
养乐多	yld
兽咆	sp
兽咆【战嚎】	spzh
兽咆【战慄】	spzl
兽王金箍	swjg
兽皮	sp
兽骨【中】	sgz
兽骨【大】	sgd
兽骨【小】	sgx
冒险之证	mxzz
冒险者之弓	mxzzg
冒险者之弩	mxzzn
冒险者之笛	mxzzd
冒险者之锤	mxzzc
冒险者双刀	mxzsd
冒险者双刃	mxzsr
冒险者大剑	mxzdj
冒险者大锤	mxzdc
冒险者太刀	mxztd
冒险者头盔	mxztk
冒险者斩斧	mxzzf
冒险者片手	mxzps
冒险者腕甲	mxzwj
冒险者腰甲	mxzyj
冒险者重靴	mxzzx
冒险者铠甲	mxzkj
冒险者铳枪	mxzcq
冒险者长枪	mxzcq
军团长喵斗气甲	jtzmdqj
军团长喵斗气甲·改	jtzmdqjg
军团长喵斗气盔	jtzmdqk
军团长喵斗气盔·改	jtzmdqkg
军团长斗气斧	jtzdqf
军团长斗气斧·改	jtzdqfg
军士喵斗气甲	jsmdqj
军士喵斗气甲·改	jsmdqjg
军士喵斗气盔	jsmdqk
军士喵斗气盔·改	jsmdqkg
军士斗气斧	jsdqf
军士斗气斧·改	jsdqfg
军神阵列	jszl
军神阵列【不败】	jszlbb
军神阵列【横厄】	jszlhe
军神阵列【赤鬼】	jszlcg
冠军的记录	gjdjl
冥府洞开	mfdk
冥府洞开·五手	mfdkws
冥府洞开·十手	mfdkss
冥鬼短剑	mgdj
冥鬼短剑【嗜熇】	mgdjsh
冥鬼短剑【熇赫】	mgdjhh
冬眠狙击手	dmjjs
冬眠狙击手+速射枪管	dmjjsssqg
冰之石	bzs
冰冷的头骨	bldtg
冰冷的爪子	bldzz
冰冻肉片	bdrp
冰冻锐爪	bdrz
冰冻锐爪【寒凝】	bdrzhn
冰冻锐爪【永封】	bdrzyf
冰凝果	bng
冰原骑士称号碎片	byqschsp
冰块	bk
冰封雪人(头部)	bfxrtb
冰封雪人(胸部)	bfxrxb
冰封雪人(腕部)	bfxrwb
冰封雪人(腰部)	bfxryb
冰封雪人(腿部)	bfxrtb
冰晶尖钻	bjjz
冰晶尖钻=碎刻	bjjzsk
冰晶尖钻=精刻	bjjzjk
冰晶尖钻改	bjjzg
冰河胚珠	bhpz
冰激凌全家桶	bjlqjt
冰激凌礼盒	bjllh
冰爽夏日礼包1	bsxrlb1
冰爽夏日礼包2	bsxrlb2
冰爽夏日礼包3	bsxrlb3
冰爽夏日礼包4	bsxrlb4
冰爽夏日礼包5	bsxrlb5
冰牙龙头盔	byltk
冰牙龙头盔·R	byltkr
冰牙龙头盔·S	byltks
冰牙龙战帽	bylzm
冰牙龙战帽·R	bylzmr
冰牙龙战帽·S	bylzms
冰牙龙护手	bylhs
冰牙龙护手·R	bylhsr
冰牙龙护手·S	bylhss
冰牙龙护甲	bylhj
冰牙龙护甲·R	bylhjr
冰牙龙护甲·S	bylhjs
冰牙龙护腰	bylhy
冰牙龙护腰·R	bylhyr
冰牙龙护腰·S	bylhys
冰牙龙护腿	bylht
冰牙龙护腿·R	bylhtr
冰牙龙护腿·S	bylhts
冰牙龙的刚爪	byldgz
冰牙龙的刚牙	byldgy
冰牙龙的厚毛皮	byldhmp
冰牙龙的坚冰玉	byldjby
冰牙龙的天壳	byldtk
冰牙龙的棘	byldj
冰牙龙的猛壳	byldmk
冰牙龙的重壳	byldzk
冰牙龙的靭尾	byldrw
冰牙龙腕甲	bylwj
冰牙龙腕甲·R	bylwjr
冰牙龙腕甲·S	bylwjs
冰牙龙腰甲	bylyj
冰牙龙腰甲·R	bylyjr
冰牙龙腰甲·S	bylyjs
冰牙龙腿甲	byltj
冰牙龙腿甲·R	byltjr
冰牙龙腿甲·S	byltjs
冰牙龙铠甲	bylkj
冰牙龙铠甲·R	bylkjr
冰牙龙铠甲·S	bylkjs
冰牙龙高阶素材包	bylgjscb
冰球	bq
冰糖葫芦	bthl
冰糖葫芦福袋礼包	bthlfdlb
冰结岩	bjy
冰结弹	bjd
冰结戒指	bjjz
冰结手雷	bjsl
冰结挂坠	bjgz
冰结晶	bjj
冰结晶片	bjjp
冰结爆桶	bjbt
冰结珠	bjz
冰结珠【1】	bjz1
冰结珠【2】	bjz2
冰结珠【3】	bjz3
冰结胚珠	bjpz
冰结袋	bjd
冰脉锤剑	bmcj
冰脉锤剑【寂】	bmcjj
冰脉锤剑【静】	bmcjj
冰萤石·一阶	bysyj
冰萤石·三阶	byssj
冰萤石·二阶	bysej
冰萤石·四阶	byssj
冰蓝晶体涂层	bljttc
冰轮斩	blz
冰轮斩改	blzg
冰轮斩极	blzj
冰锥	bz
冰锥发射者	bzfsz
冰锥发射者【寒凝】	bzfszhn
冰锥发射者【永封】	bzfszyf
冰雪壁垒	bxbl
冰雪壁垒改	bxblg
冰雪情缘·魄(头部)	bxqyptb
冰雪情缘·魄(胸部)	bxqypxb
冰雪情缘·魄(腕部)	bxqypwb
冰雪情缘·魄(腰部)	bxqypyb
冰雪情缘·魄(腿部)	bxqyptb
冰雪情缘·魄套装（30天）	bxqyptz30t
冰雪情缘·魄套装（365天）	bxqyptz365t
冰雪情缘·魄套装（7天）	bxqyptz7t
冰雪情缘·魄套装（永久）	bxqyptzyj
冰雪特效(头部)	bxtxtb
冰雪特效(胸部)	bxtxxb
冰雪特效(腕部)	bxtxwb
冰雪特效(腰部)	bxtxyb
冰雪特效(腿部)	bxtxtb
冰雪精灵	bxjl
冰雪精灵头盔	bxjltk
冰雪精灵套装	bxjltz
冰雪精灵胸甲	bxjlxj
冰雪覆盖的厚毛皮	bxfgdhmp
冰雪覆盖的毛皮	bxfgdmp
冰雷爆裂袋	blbld
冰雷鸟厚嗉囊	blnhsn
冰雷鸟厚鳞	blnhl
冰雷鸟头盔	blntk
冰雷鸟头盔·R	blntkr
冰雷鸟头盔·S	blntks
冰雷鸟套装(头盔)	blntztk
冰雷鸟套装(战帽)	blntzzm
冰雷鸟套装(护手)	blntzhs
冰雷鸟套装(护甲)	blntzhj
冰雷鸟套装(护腰)	blntzhy
冰雷鸟套装(护腿)	blntzht
冰雷鸟套装(腕甲)	blntzwj
冰雷鸟套装(腰甲)	blntzyj
冰雷鸟套装(腿甲)	blntztj
冰雷鸟套装(近战)	blntzjz
冰雷鸟套装(远程)	blntzyc
冰雷鸟套装(铠甲)	blntzkj
冰雷鸟战帽	blnzm
冰雷鸟战帽·R	blnzmr
冰雷鸟战帽·S	blnzms
冰雷鸟护手	blnhs
冰雷鸟护手·R	blnhsr
冰雷鸟护手·S	blnhss
冰雷鸟护甲	blnhj
冰雷鸟护甲·R	blnhjr
冰雷鸟护甲·S	blnhjs
冰雷鸟护腰	blnhy
冰雷鸟护腰·R	blnhyr
冰雷鸟护腰·S	blnhys
冰雷鸟护腿	blnht
冰雷鸟护腿·R	blnhtr
冰雷鸟护腿·S	blnhts
冰雷鸟的优质皮	blndyzp
冰雷鸟的冻翼	blnddy
冰雷鸟的刚翼	blndgy
冰雷鸟的厚实嗉囊	blndhssn
冰雷鸟的嗦囊	blndsn
冰雷鸟的壮鼻	blndzb
冰雷鸟的尻尾	blndkw
冰雷鸟的惨白鼻	blndcbb
冰雷鸟的极寒嗉囊	blndjhsn
冰雷鸟的特上皮	blndtsp
冰雷鸟的白鼻	blndbb
冰雷鸟的皮	blndp
冰雷鸟的翼	blndy
冰雷鸟的臼齿	blndjc
冰雷鸟的苍白鼻	blndcbb
冰雷鸟的重爪	blndzz
冰雷鸟素材包	blnscb
冰雷鸟翼膜	blnym
冰雷鸟腕甲	blnwj
冰雷鸟腕甲·R	blnwjr
冰雷鸟腕甲·S	blnwjs
冰雷鸟腰甲	blnyj
冰雷鸟腰甲·R	blnyjr
冰雷鸟腰甲·S	blnyjs
冰雷鸟腿甲	blntj
冰雷鸟腿甲·R	blntjr
冰雷鸟腿甲·S	blntjs
冰雷鸟铠甲	blnkj
冰雷鸟铠甲·R	blnkjr
冰雷鸟铠甲·S	blnkjs
冰雷鸟锐爪	blnrz
冰雷鸟高阶素材包	blngjscb
冰霜之珠	bszz
冰霜之珠·改	bszzg
冰霜巨人	bsjr
冰霜巨人改	bsjrg
冰霜巨兽	bsjs
冰霜巨齿	bsjc
冰霜巨齿【寒凝】	bsjchn
冰霜巨齿【永封】	bsjcyf
冰骨大剑	bgdj
冰骨大剑【碎】	bgdjs
冰骨大剑【贯】	bgdjg
冰骨大剑【透】	bgdjt
冰骨大锤	bgdc
冰骨大锤【碎】	bgdcs
冰骨大锤【贯】	bgdcg
冰骨大锤【透】	bgdct
冰骨射手	bgss
冰骨射手【碎】	bgsss
冰骨射手【贯】	bgssg
冰骨射手【透】	bgsst
冰骨铳枪	bgcq
冰骨铳枪【碎】	bgcqs
冰骨铳枪【贯】	bgcqg
冰骨铳枪【透】	bgcqt
冰骨长戈	bgcg
冰骨长戈【碎】	bgcgs
冰骨长戈【贯】	bgcgg
冰骨长戈【透】	bgcgt
冲级秘宝	cjmb
冲锋信号弹	cfxhd
决心之证	jxzz
决斗重炮	jdzp
决斗重炮+蓄能枪管	jdzpxnqg
决斗重炮【实角】	jdzpsj
决斗重炮【洞角】	jdzpdj
决斗重炮改+蓄能枪管	jdzpgxnqg
决断真红大锤	jdzhdc
决断真红大锤【骦断】	jdzhdcsd
决断真红大锤改	jdzhdcg
决断真红大锤极	jdzhdcj
冷却笛	lqd
冷焰双刀	lysd
冷焰双刀·S	lysds
冷焰双刀石板包	lysdsbb
冷焰弓	lyg
冷焰弓【寂】	lygj
冷焰弓【静】	lygj
冷焰魔琴	lymq
冷焰魔琴·S	lymqs
冷焰魔琴石板包	lymqsbb
冷翠蝶	lcd
冷饮	ly
冻土石板	dtsb
冻岩射手	dyss
冻岩射手【寂】	dyssj
冻岩射手【静】	dyssj
冻息尾戒	dxwj
冻息短链	dxdl
冻息锁链	dxsl
冻结珠【3】	djz3
冻结的琉璃瓶	djdllp
冻结袋	djd
冻肉	dr
减少怪物	jsgw
减轻痛楚的草药	jqtcdcy
凛【具足】	ljz
凛【具足】·R	ljzr
凛【头冠】	ltg
凛【头冠】·R	ltgr
凛【笼手】	lls
凛【笼手】·R	llsr
凛【胴体】	ldt
凛【胴体】·R	ldtr
凛【腰甲】	lyj
凛【腰甲】·R	lyjr
凛弓	lg
凛弓【云龙】	lgyl
凛弓【锋矢】	lgfs
凛霜地狱	lsdy
凛霜地狱+速射枪管	lsdyssqg
凛霜地狱【寒凝】	lsdyhn
凛霜地狱【永封】	lsdyyf
凝神茶	nsc
凝霜串珠	nscz
凝霜木指环	nsmzh
凤翼天翔	fytx
凯旋圣歌	kxsg
凯旋圣歌【寒凝】	kxsghn
凯旋圣歌【永封】	kxsgyf
凯旋铃音	kxly
凯旋铃音【合奏】	kxlyhz
凯旋铃音【独奏】	kxlydz
凯旋铃音改	kxlyg
凰威	hw
凰晓	hx
凰晓+蓄能枪管	hxxnqg
凰晓+蓄能枪管·澄澈	hxxnqgcc
凰晓改+蓄能枪管	hxgxnqg
凰晓灭+蓄能枪管	hxmxnqg
凰晓破+蓄能枪管	hxpxnqg
凶凰晓	xhx
凶凰晓【破】	xhxp
凶凰晓改	xhxg
凶徒侍从	xtsc
凶徒短刀	xtdd
凶徒短刀【断罪】	xtdddz
凶徒短刀【霭】	xtdda
凶徒短刀【霾】	xtddm
凶恶的弯曲角	xedwqj
凶戾的鬼面	xldgm
凶暴奇面族油彩	xbqmzyc
凶暴铠枪	xbkq
凶暴铠枪阿斯特隆	xbkqastl
凶暴铠枪阿斯特隆大帝	xbkqastldd
凶煞鸟喙	xsnh
凶煞鸟喙=啄	xsnhz
凶煞鸟喙=啄啄	xsnhzz
凶煞鸟喙=啄啄啄	xsnhzzz
凶煞鸟枪	xsnq
凶煞鸟枪=啄	xsnqz
凶煞鸟枪=啄啄	xsnqzz
凶煞鸟枪=啄啄啄	xsnqzzz
凶爪剑	xzj
凶爪剑=啄	xzjz
凶爪剑=啄啄	xzjzz
凶爪剑=啄啄啄	xzjzzz
凶祸双镰	xhsl
凶祸雷击	xhlj
凶祸雷击·扣留者	xhljklz
凶祸雷击·扣留者改	xhljklzg
凶祸雷击【钥】	xhljy
凶祸雷击改	xhljg
凶祸雷击湮灭	xhljym
凶祸雷击起源	xhljqy
凶祸雷暴	xhlb
凶祸雷暴【魂钥】	xhlbhy
凶祸雷暴【魄钥】	xhlbpy
击雷弩+速射枪管	jlnssqg
击龙铳	jlc
击龙铳=千绝	jlcqj
击龙铳=百破	jlcbp
刀枪剑戟礼包·壹	dqjjlby
刀枪剑戟礼包·贰	dqjjlbe
刀锋猎团(头部)	dflttb
刀锋猎团(胸部)	dfltxb
刀锋猎团(腕部)	dfltwb
刀锋猎团(腰部)	dfltyb
刀锋猎团(腿部)	dflttb
刀锋猎团套装	dflttz
刀锋鬼切	dfgq
刀锋鬼切石板包	dfgqsbb
刃石·冰长	rsbc
刃石·尤莱	rsyl
刃石·层侵	rscq
刃石·志留	rszl
刃石·成铁	rsct
刃石·白沸	rsbf
刃石·造山	rszs
刃石·铁纹	rstw
刃石·隐生	rsys
刃石·顽火	rswh
切割巨剑	qgjj
切割巨剑·橙潮	qgjjcc
切割巨剑·赤潮	qgjjcc
切味鱼	qwy
刚弹珠【3】	gdz3
刚散珠【3】	gsz3
刚毅包	gyb
刚腕的心得	gwdxd
刚贯珠【3】	ggz3
刚铠玉	gky
创造者天吴	czztw
创造者盖亚	czzgy
创造者阿图姆	czzatm
初心包	cxb
初心猎人公测礼	cxlrgcl
初心者头盔	cxztk
初心者战帽	cxzzm
初心者护手	cxzhs
初心者护甲	cxzhj
初心者护石·近	cxzhsj
初心者护石·远	cxzhsy
初心者护腰	cxzhy
初心者护腿	cxzht
初心者猎装大礼包	cxzlzdlb
初心者猎装（近战）礼包	cxzlzjzlb
初心者猎装（远程）礼包	cxzlzyclb
初心者腕甲	cxzwj
初心者腰甲	cxzyj
初心者腿甲	cxztj
初心者铠甲	cxzkj
初阶大名盾蟹头盔	cjdmdxtk
初阶大名盾蟹战帽	cjdmdxzm
初阶大名盾蟹护手	cjdmdxhs
初阶大名盾蟹护甲	cjdmdxhj
初阶大名盾蟹护腰	cjdmdxhy
初阶大名盾蟹护腿	cjdmdxht
初阶大名盾蟹的礼包	cjdmdxdlb
初阶大名盾蟹素材包	cjdmdxscb
初阶大名盾蟹腕甲	cjdmdxwj
初阶大名盾蟹腰甲	cjdmdxyj
