#TSV
#============Begin of sheet============
@Sheet=messagebox
提示ID	提示内容	提示框类型	模态类型	标题栏内容	按钮1内容	按钮2内容	按钮3内容	关闭此UI默认执行的按钮功能	倒计时时间	参数1	文字颜色	分组	特殊确认功能
8319	"<P ALIGN=\"Center\">本周可领取狩猎券：{数值}/{数值}</P>\n<P ALIGN=\"Center\">当前已有狩猎券数量：{数值}  </P>                                                                                                                                                                                                    "	3	1	周狩猎券	领取	取消		2	0				
8320	"<P ALIGN=\"Center\">无法领取</P>\n<P ALIGN=\"Center\">当前狩猎券数量已到达上限{数值} </P>"	1	1	无法领取	确定			1	0				
8321	"<P ALIGN=\"Center\">已领取{数值} 张狩猎券</P>\n<P ALIGN=\"Center\">当前狩猎券数量已到达上限{数值} 张</P>"	1	1	领取成功	确定			1	0				
8322	放弃关卡将失去本次狩猎机会，是否放弃？	2	1	提示	确定	取消		2	0				
8323	"猎人教官功能介绍\n1、25级以上的猎人可以登记成为教官状态，进入匹配等待；\n2、其他猎人进行自身的剧情、普通狩猎关卡匹配时，会从等待的教官中挑选合适的猎人匹配协助；\n3、以教官状态匹配帮助别人，不扣除狩猎次数，并且成功通关可获得随机奖励（每天最多帮助3次）；\n4、进入低级的关卡，教官的能力会适当削弱。"	1	1	猎人教官功能介绍	确定			1					
8324	支付已超时！请重试！	1	1	提示	确定			1	0				
8325	服务器已满！	1		提示	确定			1	0			6	SpecialQuitGame
8326	您确定要离开观战吗？	2	1	提示	确定	取消		2	0				
8327	本场比赛已结束，谢谢观赏！	1	1	提示	退出观战			1					
8328	抱歉，今日研究进度已满，无法缴纳，请明天继续加油！	1	1	提示	确定			1	0				
8329	缴纳成功！获得积分{数量}	1	1	提示	确定			1	0				
8330	抱歉，提交物品数量不足，无法缴纳	1	1	提示	确定			1	0				
8331	系统检测到您的账号数据异常，服务器与您断开连接，请检查系统环境！	1		提示	确定			1	0			6	SpecialQuitGame
8332	"<P ALIGN=\"Center\">需要VIP2及以上才能领取庄园福利。</P>"	1	1	提示	确定			1	15				
8333	"<P ALIGN=\"Center\">今天已经领取过福利了，请明天再来领取</P>"	1	1	提示	确定			1	15				
8334	"<P ALIGN=\"Center\">请先前往庄园，并升级庄园采集点</P>"	1	1	提示	确定			1	15				
8335	您只能有一笔订单进行支付，请完成支付，或等待支付超时（扫码支付不超过15分钟）。	1	1	提示	确定			1	0				
8336	您已经是VIP用户了。	1	1	提示	确定			1	0				
8337	检测到独立显卡但没有启用，请修改显卡设置和电源设置！	1	0	提示	确定			1	0				
8338	非常抱歉，本服务器角色创建已关闭，请选择其他服务器进行游戏，谢谢!	1	1	提示	确定			1	0				SpecialQuitGame
8339	现在放弃，将60分钟内不可登记成为教官，您确定要放弃吗？	2	1	提示	确定	取消		2	0				
8340	您的御石耐久度不足，是否花费{数值}银币将其修理满？	2	1	提示	确定	取消		2	0			11	
8341	是否花费{数值}银币将您御石的耐久度修理满？	2	1	提示	确定	取消		2	0			12	
8342	您将屏蔽来自{人物名称}的聊天信息，是否确定？(被屏蔽的玩家将显示在社交-猎友-消息屏蔽中，您可随时取消屏蔽)	2	1	提示	确定	取消		2	0				
8343	因类型不匹配，更换该武器后，会自动脱卸时装武器，是否继续？	2	1	提示	确定	取消		2			1		
8344	因类型不匹配，更换该时装武器后，会自动脱卸当前武器，是否继续？	2	1	提示	确定	取消		2			1		
8345	"您已经达到今日的经验上限\n根据您的游戏时间\n今日可增加{数值}次经验上限\n您需要消耗{数值}点券，增加1次经验上限吗？"	2	1	提示	确定	取消		2			1		
8346	"您已经达到今日的经验上限\n根据您的游戏时间\n本次可增加<FONT COLOR=\"\#FF0000\" >{数值}</FONT>点经验上限\n您需要消耗{数值}点券，增加经验上限吗？"	2	1	提示	确定	取消		2			1		
8347	您的点券不足，是否要充值？	2	1	提示	现在充值	取消		2			1		
8348	若不使用猫车票复活自己，会导致狩猎失败。确定不复活吗？	2	1	提示	确定	取消		2	0				
8349	是否要使用{数量}张狩猎券兑换所有奖励？	2	1	提示	确定	取消		2	60				
8350	本次嵌入的古岩和御石已嵌的属性类型不同，是否继续注入？（继续将把先前已嵌古岩返还给您）	2	1	提示	确定	取消		2	0				
8351	您的狩猎券不够，无法得到奖励！	1		提示	确定			1	30				
8352	{字符串}请求添加您为猎友	2	1	提示	同意	拒绝		2	15				
8353	您删除的角色数量已达上限，无法再删除角色！	1	1	提示	确定			1			1		
8354	"<P ALIGN=\"Center\">当前没有形象修改券，确定前往购买？</P>"	2	1	提示	确定	取消		2			1	8	
8355	"<P ALIGN=\"Center\">确认修改<FONT COLOR=\"\#bc9361\">{字符串}</FONT>的形象？</P>\n<P ALIGN=\"Center\">当前拥有形象修改券数量：{数量}</P>"	2	1	提示	确定	取消		2			1	8	
8356	"<P ALIGN=\"Center\">购买成功！</P>\n<P ALIGN=\"Center\">再次点击<FONT COLOR=\"\#108ab3\">修改形象</FONT>按钮即可进行修改！</P>"	1	1	提示	确定			1			1	8	
8357	确定要消耗{数值}{字符串}吗？	2	1	提示	确定	取消		2	15		1	0	
8358	"<P ALIGN=\"Center\">确定完成修改吗？</P>\n<P ALIGN=\"Center\">（点击确定将扣除形象修改券）</P>"	2	1	提示	确定	取消		2			1	8	
8359	是否要使用{数量}点券兑换所有奖励？	2	1	提示	确定	取消		2	60				
8360	您的点券不够，无法得到奖励！	1		提示	确定			1	30				
8361	"<P ALIGN=\"Center\">{物品名称}不足，无法染色，是否快捷购买</P>"	2	1	提示	快速购买	取消		2			1	8	
8362	"<P ALIGN=\"Center\">当前没有赏金招募券，确定前往购买？</P>"	2	1	提示	确定	取消		2			1	8	
8363	您将消耗{数值}点券，重置遗迹卷轴，刷新连线宝物及遗迹秘宝的同时，已获得的数字也会清空，确认要重置吗？	2	1	提示	确定	取消		2			1	8	
8364	您的点券不足，是否要充值？	2	1	提示	确定	取消		2			1	8	
8365	您确定需要消耗{数值}{字符串}进行探宝吗？如果猎币不足，自动用点券补足	2	1	提示	确定	取消		2			1	8	
8366	检测到新的手柄接入，手柄类型为{字符串}，请进行初始键位校验	1	1	提示	确定			1					
8367	"<P ALIGN=\"Center\">无法进行该操作！</P>\n<P ALIGN=\"Center\">请进入游戏后，返回角色列表再尝试！</P>"	1	1	提示	确定			1			1	8	
8368	请输入配装方案名称	4	1	修改名称	确定	取消		2			1		
8369	您选择了契约金模式游玩本关，确定吗？	2	1	提示	确定	取消		2					
8370	"<P ALIGN=\"Center\">{物品名称}不足，无法扩展栏位，是否快捷购买</P>"	2	1	提示	快速购买	取消		2			1	8	
8371	若不使用猫车票复活自己，会进入持续力尽状态。确定不复活吗？	2	1	提示	确定	取消		2	0				
8372	"<P ALIGN=\"Center\">当前没有性别修改券，确定前往购买？</P>"	2	1	提示	确定	取消		2			1	8	
8373	"<P ALIGN=\"Center\">确认修改<FONT COLOR=\"\#bc9361\">{字符串}</FONT>的性别及形象？</P>\n<P ALIGN=\"Center\">当前拥有性别修改券数量：{数量}</P>"	2	1	提示	确定	取消		2			1	8	
8374	"<P ALIGN=\"Center\">确定完成修改吗？</P>\n<P ALIGN=\"Center\">（点击确定将扣除性别修改券）</P>"	2	1	提示	确定	取消		2			1	8	
8375	（废弃）这位成员加入猎团不足1天，暂不可开除，还是请观察下表现再做决定吧？	1	1	提示	确定			1					
8376	当前配装方案为空，是否将当前穿戴的装备保存到该方案？	2	1	提示	确定	取消		2			1		
8377	确定要消耗{数值}个{字符串}扩展配装栏位吗？	2	1	提示	确定	取消		2	15		1	0	
8378	"<P ALIGN=\"Center\">可使用觉醒次数：{数值}/{数值}</P>\n<P ALIGN=\"Center\">{数值}<img src=\"embed_coin_silver\" vspace=\"-5\"/></P>"	2	1	补满觉醒次数	确定	取消		2			1	8	
8379	共同狩猎时，需要经过投票才能放弃狩猎，是否发起投票？	2	1	提示	确定	取消		2	0				
8380	若狩猎券兑换币超过数量上限，会自动扣除超出的部分，是否确定打开？	1	1	提示	确定	取消		2	0				
8381	是否将当前穿戴的装备保存到该方案？	2	1	提示	确定	取消		2			1		
8382	配装方案为空，点击继续后将脱掉身上所有的装备（不含时装）？	2	1	提示	继续	取消		2			1		
8383	配置该装备后，会自动清除方案中远近类型不一致的装备，是否继续？	2	1	提示	继续	取消		2			1		
8384	此次幻化需要消耗{数值}个{物品名称}，确定要幻化吗？	2	1	提示	确定	取消		2			1		
8385	金币不足是否前往随身货币交易所购买?	2	1	提示	确定	取消		2					
8386	{物品名称}不足，是否进行快捷购买	2	1	提示	确定	取消		2					
8387	若选择不保留淬炼结果，淬炼消耗的道具与银币不返还，是否继续？	2	1	提示	确定	取消		2					
8388	本次重置返还的材料数为0，是否继续？	2	1	提示	确定	取消		2					
8389	VIP会员可获得双倍活动奖励，是否放弃VIP奖励直接领取？	2	1	提示	确定	取消		2					
8390	"邮件中还有未提取的附件<FONT COLOR=\"\#30ff30\">{字符串}x{数量}</FONT>{字符串}，确认要删除此邮件吗？"	2	1	提示	确定	取消		2			1		
8391	请输入发言内容	4	1	修改发言	确定	取消		2			1		
8392	取消该单需要支付违约金{数值}金。确定要取消吗？	2	1	提示	确定	取消		2					
8393	请先完成其它解锁条件后，再使用对应的古文书解锁	1	1	提示	确定			1					
8394	确定要消耗{数值}个{字符串}扩展背包栏位吗？	2	1	提示	确定	取消		2	15		1	0	
8395	"<P ALIGN=\"Center\">请确认是否要重置探宝？</P>\n<P ALIGN=\"Center\">（本次重置将消耗{数值}点券，还剩余{数值}次）</P>"	2	1	提示	确定	取消		1			1		
8396	十分抱歉，您的网络存在异常，请确保游戏网络正常及游戏文件无破损后，重新登录游戏。	1	1	提示	确定			1				6	SpecialQuitGame
8397	{人物名称}想添加您为猎友，是否接受？	2	1	提示	确定	取消		2			1		
8398	"<P ALIGN=\"Center\">请确认是否要快速探宝？</P>\n<P ALIGN=\"Center\">（快速探宝将消耗{数值}点券）</P>"	2	1	提示	确定	取消		1			1		
8399	"<P ALIGN=\"Center\">修改配置需要扣除一次配置次数，是否确定修改？</P>\n<P ALIGN=\"Center\">每周二3点配置次数会自动补充至10次</P>"	2	1	提示	确定	取消		2			1		
8400	"<P ALIGN=\"Center\">是否确定修改技能配置？</P>\n<P ALIGN=\"Center\">需要消耗<FONT COLOR=\"\#30ff30\">{字符串}×1</FONT></P>"	2	1	提示	确定	取消		2			1		
8401	"是否确定激活<FONT COLOR=\"\#30ff30\">{字符串}</FONT>技能？"	2	1	提示	确定	取消		2			1		
8402	请输入背包方案名称	4	1	修改名称	确定	取消		2			1		
8403	是否确认要删除技能{字符串}吗？	2	1	提示	确定	取消		2	0				
8404	是否要清空临时技能栏？	2	1	提示	确定	取消		2	0				
8405	是否确定需要将{字符串}替换为{字符串}？	2	1	提示	确定	取消		2	0				
8406	激活后技能的总点数上限不足以配置该技能，是否确认激活{字符串}技能？	2	1	确认	确定	取消		2	0				
8407	淬炼结果默认不保留，关闭界面后淬炼花费的材料与银币不返还，是否继续？	2	1	确认	确定	取消		2	0				
8408	恭喜您完成了逆转时刻的特殊关卡，获得三倍的勇气印记奖励！	1	1	提示	确定			1			1		
8409	"<P ALIGN=\"Center\">本次刷新需要消耗{数量}点券</P>\n<P ALIGN=\"Center\">是否确定需要刷新？</P>"	2	1	提示	确定	取消		2					
8410	"<P ALIGN=\"Center\">是否确定需要刷新任务？</P>"	2	1	提示	确定	取消		2					
8411	当前处于技能配置状态，关闭界面后当前配置不保存，是否确认关闭？	2	1	提示	确定	取消		2			1		
8412	"<P ALIGN=\"Center\">激活技能数量达到{数量}</P>\n<P ALIGN=\"Center\">猎装技能<FONT COLOR=\"\#30ff30\">{技能名称}</FONT>生效。</P>"	1	1	提示	确定			1			1		
8413	派生后装备孔数小于当前装备孔数，已镶嵌的技能珠会自动取下来，是否继续？	2	1	确认	确定	取消		2	0				
8414	有未阅读的信息，确定要移除吗？	2	1	提示	确定	取消		2			1		
8415	尚有未读的私聊信息，您确定要关闭所有私聊窗吗？	2	1	提示	确定	取消		2			1		
8416	您确定花费{数值}点券重置星盘吗？注意：重置后所有点亮的星座将回归未点亮状态	2	1	提示	确定	取消		2			1		
8417	"<P ALIGN=\"Center\">可使用觉醒次数：{数值}/{数值}</P>\n<P ALIGN=\"Center\">{字符串}<img src=\"embed_coin_silver\" vspace=\"-5\"/></P>"	2	1	补满觉醒次数	确定	取消		2			1	8	
8418	使用银币或绑定护石熔炼出的护石将绑定	2	1	确认	确定	取消		2	0				
8419	"是否提交<FONT COLOR=\"\#30ff30\">{数值}</FONT>点猎币参与活动"	2	1	确认	提交	取消		2	0				
8420	"本周狩猎场结算已获得银币<FONT COLOR=\"\#30ff30\">{数值}</FONT>，剩余可获得<FONT COLOR=\"\#30ff30\">{数值}</FONT>。<br><FONT COLOR=\"\#30ff30\">解锁香猪魂兽即可存储上限外的银币</FONT>"	11	1	提示	去解锁	取消		2			1		
8421	是否交付新鲜的鸡蛋开启新年水饺季？	2	1	确认	提交	取消		2	0				
8422	成功交付新鲜的鸡蛋！新年水饺季已经开启！	1	1	提示	确定			1			1		
8423	是否申请成为指挥官？	2	1	指挥官申请	确定	取消		2			1		
8424	是否不再担任指挥官？	2	1	指挥官卸任	确定	取消		2			1		
8425	"您想继续体验<FONT COLOR=\"\#30ff30\">剧情</FONT>，还是直接投身到<FONT COLOR=\"\#30ff30\">委托板</FONT>狩猎任务？"	2	1	猎人之路	体验剧情	开启委托板		1			1		
8426	您要购买的商品与您的性别不符，确定继续购买？	2	1	提示	确定	取消		2			1		
8427	您的账号已被家长设定为暂时无法登陆游戏。如有疑问，请拨打服务热线0755-86013799进行咨询。共筑绿色健康游戏环境，感谢您的理解与支持。	1	1	提示	退出游戏			1				6	SpecialQuitGame
8428	您是否要切换为激斗风格?	2	1	确认	确定	取消		1			1		
8429	您是否要切换为MHO风格?	2	1	确认	确定	取消		1			1		
8430	狩魂兽进阶需要花费：{字符串}	2	1	确认	确定	取消		2			1		
8431	狩魂兽魂值已达当前等级最大，继续喂食魂值无法继续增加，是否继续喂食？	2	1	提示	确定	取消		2					
