#TSV
#============Begin of sheet============
@Sheet=装备升级信息
ID	目标索引	装备ID	提升后物品id	强化等级下降	Rank等级下降	需求猎人星级	需求强化等级	需求装备物品等级	派生代币ID	派生代币抵扣金额	派生代币使用上限	需求金钱	需求素材ID1	所需数量1	需求素材ID2	所需数量2	需求素材ID3	所需数量3	需求素材ID4	所需数量4	需求素材ID5	所需数量5	需求素材ID6	所需数量6	类型素材1	类型素材点数1	类型素材2	类型素材点数2	类型素材3	类型素材点数3	类型素材4	类型素材点数4	类型素材5	类型素材点数5	类型素材6	类型素材点数6	素材代币ID1	素材代币个数1	素材代币点数1	素材代币ID2	素材代币个数2	素材代币点数2	素材代币ID3	素材代币个数3	素材代币点数3	素材代币ID4	素材代币个数4	素材代币点数4	素材代币ID5	素材代币个数5	素材代币点数5	素材代币ID6	素材代币个数6	素材代币点数6
26211	10550	161001	162001	0	0	1	0	1	21451	2000	4	16000	21043	10	21031	10	23188	3	23191	3																																		
30061	12826	210121	212121	0	0	1	0	1				3600	21112	6	21085	6	21088	6	21089	6																																		
30121	12827	212121	213121	0	0	1	0	1	21451	2000	4	16000	21043	10	21031	10	23188	3	23191	3																																		
10021	10535	50011	50012	0	0	1	0	1				1200	22798	3	22799	2	22800	1	22796	1																																		
10022	12101	50012	102002	0	0	1	0	1	21451	2000	1	6400	22799	5	22800	2	23188	1	22796	1																																		
10023	12102	102002	103002	0	0	1	0	1	21451	2000	11	47000	22800	9	23188	7	23189	2	22796	6																																		
10024	12103	103002	104002	0	0	1	0	1	21451	2000	36	145000	23188	9	23189	5	23190	2	22796	6																																		
10031	12101	50012	50131	0	0	1	0	1	21451	2000	1	6400	22648	5	22649	2	23230	1	22650	1																																		
10032	10047	50131	103121	0	0	1	0	1	21451	2000	11	47000	22649	9	23230	7	23231	2	22650	6																																		
10033	10048	103121	104121	0	0	1	0	1	21451	2000	36	145000	23230	9	23231	5	23232	2	22650	6																																		
10041	12101	50012	50161	0	0	1	0	1	21451	2000	3	13400	22655	9	22656	4	23299	2	22659	3																																		
10042	11694	50161	103151	0	0	1	0	1	21451	2000	16	65000	22656	9	23299	9	23300	3	22659	6																																		
10043	11695	103151	104151	0	0	1	0	1	21451	2000	42	170000	23299	9	23300	5	23301	2	22659	6																																		
10051	11694	50161	50599	0	0	1	0	1	21451	2000	1	5000	22713	5	22714	2	23132	1	22717	1																																		
10052	11754	50599	103589	0	0	1	0	1	21451	2000	25	100000	22714	9	23132	9	23133	3	22717	6																																		
10053	11755	103589	104589	0	0	1	0	1	21451	2000	50	200000	23132	9	23133	5	23134	3	22717	6																																		
10061	12101	50012	50051	0	0	1	0	1				1200	22810	3	22811	2	22812	1																																				
10062	10933	50051	102041	0	0	1	0	1	21451	2000	1	6400	22811	5	22812	2	23212	1	22813	1																																		
10063	10934	102041	103041	0	0	1	0	1	21451	2000	11	47000	22812	9	23212	7	23213	2	22813	6																																		
10064	10935	103041	104041	0	0	1	0	1	21451	2000	36	145000	23212	9	23213	5	23214	2	22813	6																																		
10071	10535	50011	50032	0	0	1	0	1				1200	22803	3	22804	2	22805	1	22806	1																																		
10072	12181	50032	102022	0	0	1	0	1	21451	2000	1	6400	22804	5	22805	2	23206	1	22806	1																																		
10073	12182	102022	103022	0	0	1	0	1	21451	2000	11	47000	22805	9	23206	7	23207	2	22806	6																																		
10074	12183	103022	104022	0	0	1	0	1	21451	2000	36	145000	23206	9	23207	5	23208	2	22806	6																																		
10081	12181	50032	50072	0	0	1	0	1				2400	22882	3	22883	2	22884	1	22885	1																																		
10082	12141	50072	102062	0	0	1	0	1	21451	2000	2	11000	22883	8	22884	3	23242	2	22885	2																																		
10083	12142	102062	103062	0	0	1	0	1	21451	2000	10	40000	22884	9	23242	6	23243	1	22885	6																																		
10084	12143	103062	104062	0	0	1	0	1	21451	2000	36	145000	23242	9	23243	5	23244	2	22885	6																																		
10091	12181	50032	50236	0	0	1	0	1	21451	2000	3	13400	22673	9	22674	4	23275	2	22675	3																																		
10092	12454	50236	103226	0	0	1	0	1	21451	2000	16	65000	22674	9	23275	9	23276	3	22675	6																																		
10093	12455	103226	104226	0	0	1	0	1	21451	2000	42	170000	23275	9	23276	5	23277	2	22675	6																																		
10101	12454	50236	50591	0	0	1	0	1	21451	2000	1	5000	22792	5	22793	2	23144	1	22794	1																																		
10102	12314	50591	103581	0	0	1	0	1	21451	2000	25	100000	22793	9	23144	9	23145	3	22794	6																																		
10103	12315	103581	104581	0	0	1	0	1	21451	2000	50	200000	23144	9	23145	5	23146	3	22794	6																																		
10121	10545	101001	50121	0	0	1	0	1	21451	2000	2	11000	22910	8	22911	3	23296	2	22912	2																																		
10122	10507	50121	103111	0	0	1	0	1	21451	2000	16	65000	22911	9	23296	9	23297	3	22912	6																																		
10123	10508	103111	104111	0	0	1	0	1	21451	2000	42	170000	23296	9	23297	5	23298	2	22912	6																																		
10131	10507	50121	50260	0	0	1	0	1	21451	2000	1	5000	22664	5	22665	2	23320	1	22666	1																																		
10132	11787	50260	103250	0	0	1	0	1	21451	2000	25	100000	22665	9	23320	9	23321	3	22666	6																																		
10133	11788	103250	104250	0	0	1	0	1	21451	2000	50	200000	23320	9	23321	5	23322	3	22666	6																																		
10141	11787	50260	50635	0	0	1	0	1	21451	2000	3	12000	22985	5	22986	2	23170	1	22987	1																																		
10142	11171	50635	103625	0	0	1	0	1	21451	2000	32	128000	22986	9	23170	9	23171	4	22987	6																																		
10143	11172	103625	104625	0	0	1	0	1	21451	2000	60	240000	23170	9	23171	5	23172	2	22987	6																																		
10151	10507	50121	50239	0	0	1	0	1	21451	2000	4	17000	22703	9	22704	4	23326	2	22705	3																																		
10152	11917	50239	103229	0	0	1	0	1	21451	2000	32	128000	22704	9	23326	9	23327	4	22705	6																																		
10153	11918	103229	104229	0	0	1	0	1	21451	2000	60	240000	23326	9	23327	5	23328	2	22705	6																																		
10161	11917	50239	50630	0	0	1	0	1	21451	2000	2	10000	22723	6	23182	3																																						
10162	10137	50630	103620	0	0	1	0	1	21451	2000	32	128000	22723	9	23182	9	23183	4	22727	6																																		
10163	10138	103620	104620	0	0	1	0	1	21451	2000	60	240000	23182	9	23183	5	23184	2	22727	6																																		
10171	10545	101001	50159	0	0	1	0	1	21451	2000	4	16000	22960	9	22961	5	23323	2	22962	3																																		
10172	10687	50159	103149	0	0	1	0	1	21451	2000	25	100000	22961	9	23323	9	23324	3	22962	6																																		
10173	10688	103149	104149	0	0	1	0	1	21451	2000	50	200000	23323	9	23324	5	23325	3	22962	6																																		
10181	10687	50159	50566	0	0	1	0	1	21451	2000	3	12000	22761	5	22762	2	23421	1	22763	1																																		
10182	12284	50566	103556	0	0	1	0	1	21451	2000	32	128000	22762	9	23421	9	23422	4	22763	6																																		
10183	12285	103556	104556	0	0	1	0	1	21451	2000	60	240000	23421	9	23422	5	23423	2	22763	6																																		
10191	10687	50159	50579	0	0	1	0	1	21451	2000	3	12000	23104	5	23105	2	23418	1	23106	1																																		
10192	12902	50579	103569	0	0	1	0	1	21451	2000	32	128000	23105	9	23418	9	23419	4	23106	6																																		
10193	12903	103569	104569	0	0	1	0	1	21451	2000	60	240000	23418	9	23419	5	23420	2	23106	6																																		
10201	10687	50159	50561	0	0	1	0	1	21451	2000	3	12000	22738	5	22739	2	23403	1	22742	1																																		
10202	11271	50561	103551	0	0	1	0	1	21451	2000	32	128000	22739	9	23403	9	23404	4	22742	6																																		
10203	11272	103551	104551	0	0	1	0	1	21451	2000	60	240000	23403	9	23404	5	23405	2	22742	6																																		
10221	10555	102001	50637	0	0	1	0	1	21451	2000	3	12000	22977	5	22978	2	23176	1	22979	1																																		
10222	11404	50637	103627	0	0	1	0	1	21451	2000	32	128000	22978	9	23176	9	23177	4	22979	6																																		
10223	11405	103627	104627	0	0	1	0	1	21451	2000	60	240000	23176	9	23177	5	23178	2	22979	6																																		
10231	11404	50637	103704	0	0	1	0	1	21451	2000	22	88000	23397	9	23400	9	23401	3	23398	6																																		
10232	11142	103704	104704	0	0	1	0	1	21451	2000	50	200000	23400	9	23401	5	23402	3	23398	6																																		
10241	10555	102001	50636	0	0	1	0	1	21451	2000	3	12000	22775	5	22776	2	23158	1	22777	1																																		
10242	11304	50636	103626	0	0	1	0	1	21451	2000	22	88000	22776	9	23158	9	23159	3	22777	6																																		
10243	11305	103626	104626	0	0	1	0	1	21451	2000	50	200000	23158	9	23159	5	23160	3	22777	6																																		
10251	11304	50636	50634	0	0	1	0	1	21451	2000	2	10000	22996	6	23167	3																																						
10252	11081	50634	103624	0	0	1	0	1	21451	2000	32	128000	22996	9	23167	9	23168	4	22997	6																																		
10253	11082	103624	104624	0	0	1	0	1	21451	2000	60	240000	23167	9	23168	5	23169	2	22997	6																																		
10271	12219	50013	50014	0	0	1	0	1				1200	22931	3	22932	2	22933	1	22929	1																																		
10272	11336	50014	102004	0	0	1	0	1	21451	2000	1	6400	22932	5	22933	2	23191	1	22929	1																																		
10273	11337	102004	103004	0	0	1	0	1	21451	2000	11	47000	22933	9	23191	7	23192	2	22929	6																																		
10274	11338	103004	104004	0	0	1	0	1	21451	2000	36	145000	23191	9	23192	5	23193	2	22929	6																																		
10281	11336	50014	50052	0	0	1	0	1				2400	22843	3	22844	2	22845	1	22846	1																																		
10282	12526	50052	102042	0	0	1	0	1	21451	2000	2	11000	22844	8	22845	3	23224	2	22846	2																																		
10283	12527	102042	103042	0	0	1	0	1	21451	2000	10	40000	22845	9	23224	6	23225	1	22846	6																																		
