#TSV
#============Begin of sheet============
@Sheet=VIP保底奖励策略
VIP奖励索引ID	道具ID	道具名称	道具数量	相对概率	对应关卡	绑定类型
97	3100	1600	1600	0	300	5	50	100
98	3100	1600	1600	0	300	5	50	100
99	3100	1600	1600	0	300	5	50	100
100	3400	1700	1700	0	300	5	50	100
101	3400	1700	1700	0	300	5	50	100
102	3400	1700	1700	0	300	5	50	100
103	3400	1700	1700	0	300	5	50	100
104	3400	1700	1700	0	300	5	50	100
105	3700	1800	1800	0	300	5	50	100
106	3700	1800	1800	0	300	5	50	100
107	3700	1800	1800	0	300	5	50	100
108	3700	1800	1800	0	300	5	50	100
109	3700	1800	1800	0	300	5	50	100
110	4000	2000	2000	0	300	5	50	100
111	4000	2000	2000	0	300	5	50	100
112	4000	2000	2000	0	300	5	50	100
113	4000	2000	2000	0	300	5	50	100
114	4000	2000	2000	0	300	5	50	100
115	4100	2200	2200	0	300	5	50	100
116	4100	2200	2200	0	300	5	50	100
117	4100	2200	2200	0	300	5	50	100
118	4100	2200	2200	0	300	5	50	100
119	4100	2200	2200	0	300	5	50	100
120	4200	2300	2300	0	300	5	50	100
121	4200	2300	2300	0	300	5	50	100
122	4200	2300	2300	0	300	5	50	100
123	4200	2300	2300	0	300	5	50	100
124	4200	2300	2300	0	300	5	50	100
125	4300	2500	2500	0	300	5	50	100
126	4300	2500	2500	0	300	5	50	100
127	4300	2500	2500	0	300	5	50	100
128	4300	2500	2500	0	300	5	50	100
129	4300	2500	2500	0	300	5	50	100
130	4400	2700	2700	0	300	5	50	100
131	4400	2700	2700	0	300	5	50	100
132	4400	2700	2700	0	300	5	50	100
133	4400	2700	2700	0	300	5	50	100
134	4400	2700	2700	0	300	5	50	100
135	4600	2900	2900	0	300	5	50	100
136	4600	2900	2900	0	300	5	50	100
137	4600	2900	2900	0	300	5	50	100
138	4600	2900	2900	0	300	5	50	100
139	4600	2900	2900	0	300	5	50	100
140	4800	3000	3000	0	300	5	50	100
141	4800	3000	3000	0	300	5	50	100
142	4800	3000	3000	0	300	5	50	100
143	4800	3000	3000	0	300	5	50	100
144	4800	3000	3000	0	300	5	50	100
145	4900	3200	3200	0	300	5	50	100
146	4900	3200	3200	0	300	5	50	100
147	4900	3200	3200	0	300	5	50	100
148	4900	3200	3200	0	300	5	50	100
149	4900	3200	3200	0	300	5	50	100
150	5200	3700	3700	0	300	5	50	100
151	5200	3700	3700	0	300	5	50	100
152	5200	3700	3700	0	300	5	50	100
153	5200	3700	3700	0	300	5	50	100
154	5200	3700	3700	0	300	5	50	100
155	5300	3900	3900	0	300	5	50	100
156	5300	3900	3900	0	300	5	50	100
157	5300	3900	3900	0	300	5	50	100
158	5300	3900	3900	0	300	5	50	100
159	5300	3900	3900	0	300	5	50	100
160	5400	4100	4100	0	300	5	50	100
161	5400	4100	4100	0	300	5	50	100
162	5400	4100	4100	0	300	5	50	100
163	5400	4100	4100	0	300	5	50	100
164	5400	4100	4100	0	300	5	50	100
165	5500	4300	4300	0	300	5	50	100
166	5500	4300	4300	0	300	5	50	100
167	5500	4300	4300	0	300	5	50	100
168	5500	4300	4300	0	300	5	50	100
169	5500	4300	4300	0	300	5	50	100
170	5600	4500	4500	0	300	5	50	100
171	5600	4500	4500	0	300	5	50	100
172	5600	4500	4500	0	300	5	50	100
173	5600	4500	4500	0	300	5	50	100
174	5600	4500	4500	0	300	5	50	100
175	5700	4800	4800	0	300	5	50	100
176	5700	4800	4800	0	300	5	50	100
177	5700	4800	4800	0	300	5	50	100
178	5700	4800	4800	0	300	5	50	100
179	5700	4800	4800	0	300	5	50	100
180	5700	4900	4900	0	300	5	50	100
181	5700	4900	4900	0	300	5	50	100
182	5700	4900	4900	0	300	5	50	100
183	5700	4900	4900	0	300	5	50	100
184	5700	4900	4900	0	300	5	50	100
185	5700	5000	5000	0	300	5	50	100
186	5700	5000	5000	0	300	5	50	100
187	5700	5000	5000	0	300	5	50	100
188	5700	5000	5000	0	300	5	50	100
189	5700	5000	5000	0	300	5	50	100
190	5700	5000	5000	0	300	5	50	100
191	5700	5000	5000	0	300	5	50	100
192	5700	5000	5000	0	300	5	50	100
193	5700	5000	5000	0	300	5	50	100
194	5700	5000	5000	0	300	5	50	100
195	5700	5000	5000	0	300	5	50	100
196	5700	5000	5000	0	300	5	50	100
197	5700	5000	5000	0	300	5	50	100
198	5700	5000	5000	0	300	5	50	100
199	5700	5000	5000	0	300	5	50	100
200	5700	5000	5000	0	300	5	50	100
#============End of sheet============

#============Begin of sheet============
@Sheet=关卡奖励
关卡ID	经验系数	宠物经验系数	农场经验系数	金币系数	绑银系数	宠物亲密度系数	HR系数	勇气印记系数	Boss掉落策略	小怪掉落策略	Boss剥取策略	小怪剥取策略	怪物素材Min	怪物素材Max	部位破坏素材Min	部位破坏素材Max	怪物捕获素材Min	怪物捕获素材Max	评价加成策略	等级加成策略	固定奖励策略	每日首胜奖励策略	VIP奖励策略	VIP保底奖励策略	Warning奖励ID	额外奖励策略	关卡内置层数	关卡首胜经验系数
100103	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	23		1	1	2001			0
100113	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1	17		1	2	2001			0
100203	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1	17		1	3	2001			0
100213	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	26		1	4	2001			0
100223	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	30		1	6	2001			0
100303	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1	17		1	5	2001			0
100313	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1	17		1	7	2001			0
100323	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	24		1	10	2001			0
100333	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	31		1	11	2001			0
100403	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	25		1	8	2001			0
100413	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	27		1	9	2001			0
100423	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	28		1	12	2001			0
100503	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	35		1	14	2001			0
100513	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1	18		1	13	2001			0
100602	60	80	1	0	100	100	300		1	1	1	1	2	2	1	2	5	7	1	1	15		1	22	2001	100602		0
100613	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	32		1	17	2001			0
100633	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1	20		1	29	2001			0
100703	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	29		1	20	2001			0
100713	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1	18		1	19	2001			0
100723	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	33		1	18	2001			0
100743	100	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	34		1	15	2001			0
101013	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1			1	26	2001			0
101111	50	80	1	0	100	100	200		1	1	1	1	3	3	1	2	6	8	1	1			1	32	2001			0
101112	60	80	1	0	100	100	300		1	1	1	1	3	3	1	2	6	8	1	1			1	32	2001	101112		0
101003	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1			1	28	2001			0
100813	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1			1	24	2001			0
100733	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1			1	25	2001			0
101403	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1			1	1	2001			0
101423	100	80	1	0	100	100	1000		1	1	1	1	3	3	1	2	6	8	1	1			1	1	2001			0
101002	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	101002		0
100106	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
100632	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	100632		0
100706	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
100708	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101012	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	101012		0
101022	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	101022		0
101028	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101102	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	101102		0
101107	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
407006	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101412	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	101412		0
101042	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101402	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	67		1	1	2002	101402		0
100822	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	100822		0
100532	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
100342	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101047	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	67		1	1	2002			0
120203	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1				0
100732	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	100732		0
100812	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002	100812		0
101712	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101442	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	67		1	1	2002			0
101432	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
100642	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101140	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
100647	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101142	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
100432	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	67		1	1	2002			0
101132	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
140702	60	80	1	0	200	100	300		3	1	3	1	4	4	1	2	7	9	1	1	54		1	1	2002			0
101422	60	80	1	0	200	100	300		4	1	4	1	4	4	1	2	7	9	1	1	67		1	1	2002	101422		0
100749	60	80	1	0	200	100	300		4	1	4	1	4	4	1	2	7	9	1	1	67		1	1	2002			0
140712	60	80	1	0	200	100	300		4	1	4	1	4	4	1	2	7	9	1	1	67		1	1	2002			0
417006	60	80	1	0	200	100	300		4	1	4	1	4	4	1	2	7	9	1	1	67		1	1	2002			0
406004	60	80	1	0	200	100	300		4	1	4	1	4	4	1	2	7	9	1	1	67		1	1	2002			0
417008	60	80	1	0	200	100	300		4	1	4	1	4	4	1	2	7	9	1	1	67		1	1	2002			0
101501	100	80	1	0	100	100	200		1	1	1	1	5	5	1	1	8	11	1	1			1	1	2001			0
101502	100	80	1	0	100	100	300		1	1	1	1	9	9	1	2	13	15	1	1			1	1	2001	101502		0
101503	100	80	1	0	100	100	1000		1	1	1	1	9	9	2	2	13	15	1	1			1	1	2001			0
101511	100	80	1	0	100	100	200		1	1	1	1	6	6	1	1	9	11	1	1			1	1	2001			0
101512	100	80	1	0	100	100	300		1	1	1	1	9	9	1	2	13	15	1	1			1	1	2001	101512		0
101513	100	80	1	0	100	100	1000		1	1	1	1	9	9	2	2	13	15	1	1			1	1	2001			0
101521	100	80	1	0	100	100	200		1	1	1	1	6	6	1	1	9	11	1	1			1	1	2001			0
101522	100	80	1	0	100	100	300		1	1	1	1	9	9	1	2	13	15	1	1			1	1	2001	101522		0
101523	100	80	1	0	100	100	1000		1	1	1	1	9	9	2	2	13	15	1	1			1	1	2001			0
101531	100	80	1	0	100	100	200		1	1	1	1	6	6	1	1	9	11	1	1			1	1	2001			0
101532	100	80	1	0	100	100	300		1	1	1	1	9	9	1	2	13	15	1	1			1	1	2001	101532		0
101533	100	80	1	0	100	100	1000		1	1	1	1	9	9	2	2	13	15	1	1			1	1	2001			0
101541	100	80	1	0	100	100	200		1	1	1	1	6	6	1	1	9	11	1	1			1	1	2001			0
101542	100	80	1	0	100	100	300		1	1	1	1	9	9	1	2	13	15	1	1			1	1	2001	101542		0
101543	100	80	1	0	100	100	1000		1	1	1	1	9	9	2	2	13	15	1	1			1	1	2001			0
101551	100	80	1	0	100	100	200		1	1	1	1	6	6	1	1	9	11	1	1			1	1	2001			0
101552	100	80	1	0	100	100	300		1	1	1	1	9	9	1	2	13	15	1	1			1	1	2001	101552		0
101553	100	80	1	0	100	100	1000		1	1	1	1	9	9	2	2	13	15	1	1			1	1	2001			0
120202	100	80	1	0	400	100	600		1	1	1	1	4	4	1	2	7	9	1	1	4		1	31	0	120202		0
201021	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	1		1	1	0	201021		0
202022	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	1		1	4	0	202022		0
202023	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	3		1	6	0	202023		0
203021	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	1		1	7	0	203021		0
203022	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	2		1	7	0	203022		0
204024	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	1		1	8	0	204024		0
204025	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	2		1	40	0	204025		0
203023	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	3		1	11	0	203023		0
203024	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	5		1	11	0	203024		0
203025	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	3		1	10	0	203025		0
204028	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	3		1	12	0	204028		0
206021	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	5		1	12	0	206021		0
207021	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	4		1	15	0	207021		0
202025	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	7		1	13	0	202025		0
204022	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	8		1	14	0	204022		0
205021	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	6		1	14	0	205021		0
206023	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	6		1	17	0	206023		0
206024	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	8		1	17	0	206024		0
208022	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	6		1	21	0	208022		0
206025	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	9		1	22	0	206025		0
207023	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	8		1	34	0	207023		0
207024	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	8		1	18	0	207024		0
208025	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	9		1	23	0	208025		0
208026	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	10		1	23	0	208026		0
210021	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	8		1	26	0	210021		0
210022	100	80	1	0	400	100	600		3	1	3	1	3	3	1	2	6	8	1	1	10		1	26	0	210022		0
100824	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	11		1	43	2002	100824		0
100704	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	11		1	34	2002	100704		0
101014	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	11		1	26	2002	101014		0
100734	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	11		1	25	2002	100734		0
100104	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	11		1	36	2002	100104		0
100744	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	11		1	35	2002	100744		0
100634	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	11		1	29	2002	100634		0
100814	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	42	2002	100814		0
100745	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	37	2002	100745		0
101024	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	45	2002	101024		0
101004	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	44	2002	101004		0
101025	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	38	2002	101025		0
101104	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	30	2002	101104		0
101105	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	39	2002	101105		0
120204	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	31				0
101124	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	33	2002			0
101034	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	46	2002			0
100534	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	47	2002	100534		0
101044	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	43		1	48	2002			0
100644	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	50		1	50	2002	100644		0
100344	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	50		1	51	2002	100344		0
101135	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	50		1	52	2002			0
101136	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	50		1	53	2002			0
100747	150	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	51		1	30	2002	100747		0
100841	150	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	51		1	46	2002	100841		0
101137	150	80	1	0	400	100	1000		3	1	3	1	3	3	1	2	6	8	1	1	51		1	37	2002	101137		0
101134	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	52		1	49	2002			0
100645	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	52		1	54	2002	100645		0
140704	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	52		1	55	0			0
100834	110	80	1	0	400	100	1000		3	1	3	1	6	6	1	2	9	11	1	1	52		1	56	0	100834		0
211023	100	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
100433	100	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
101713	100	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
140705	100	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
214025	100	80	1	0	400	100	1000		4	1	4	1	6	6	1	2	9	11	1	1	69		1	1	0			0
220013	100	80	1	0	400	100	1000		4	1	4	1	6	6	1	2	9	11	1	1	69		1	1	0			0
217027	100	80	1	0	400	100	1000		4	1	4	1	6	6	1	2	9	11	1	1	69		1	1	0			0
210027	100	80	1	0	400	100	1000		4	1	4	1	6	6	1	2	9	11	1	1	69		1	1	0			0
211025	100	80	1	0	400	100	1000		4	1	4	1	6	6	1	2	9	11	1	1	69		1	1	0			0
206034	100	80	1	0	400	100	1000		4	1	4	1	6	6	1	2	9	11	1	1	69		1	1	0			0
207033	100	80	1	0	400	100	1000		4	1	4	1	6	6	1	2	9	11	1	1	69		1	1	0			0
210029	100	80	1	0	400	100	1000		4	1	4	1	6	6	1	2	9	11	1	1	69		1	1	0			0
100842	150	80	1	0	400	100	1000		4	1	4	1	3	3	1	2	6	8	1	1	57		1	1	0			0
101443	150	80	1	0	400	100	1000		4	1	4	1	3	3	1	2	6	8	1	1	57		1	1	0			0
101050	150	80	1	0	400	100	1000		4	1	4	1	3	3	1	2	6	8	1	1	57		1	1	0			0
407101	150	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	69		1	1	0			0
420101	150	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	69		1	1	0			0
407102	150	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	69		1	1	0			0
406101	150	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	69		1	1	0			0
451101	150	80	1	0	400	100	1000		4	1	4	1	4	4	1	2	7	9	1	1	69		1	1	0			0
201023	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
206027	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	55		1	1	0			0
206029	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	55		1	1	0			0
206031	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	55		1	1	0			0
207028	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	55		1	1	0			0
207030	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
210024	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
211022	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	55		1	1	0			0
211024	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
214024	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
217022	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
217024	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	55		1	1	0			0
100434	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
101714	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
140706	110	80	1	0	400	100	1200		4	1	4	1	7	7	1	2	10	12	1	1	57		1	1	0			0
214022	110	80	1	0	400	100	1200		4	1	4	1	8	8	1	2	11	13	1	1	57		1	1	0			0
210026	110	80	1	0	400	100	1200		4	1	4	1	8	8	1	2	11	13	1	1	57		1	1	0			0
202027	110	80	1	0	400	100	1200		4	1	4	1	8	8	1	2	11	13	1	1	57		1	1	0			0
207032	110	80	1	0	400	100	1200		4	1	4	1	8	8	1	2	11	13	1	1	57		1	1	0			0
206033	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
214026	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
217026	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
220012	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
220014	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
220016	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
214028	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
217028	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
210028	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
211026	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
208028	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
211028	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
206035	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
207034	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
210030	110	80	1	0	400	100	1200		4	1	4	1	9	9	1	2	12	14	1	1	69		1	1	0			0
100649	160	80	1	0	400	100	1200		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
100843	160	80	1	0	400	100	1200		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
101049	160	80	1	0	400	100	1200		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
101144	160	80	1	0	400	100	1200		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
101444	160	80	1	0	400	100	1200		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
101026	160	80	1	0	400	100	1200		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
101446	160	80	1	0	400	100	1200		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
407004	160	80	1	0	400	100	1200		4	1	4	1	4	4	1	2	7	9	1	1	57		1	1	0			0
407001	110	80	1	0	400	100	1000		4	1	4	1	9	9	2	2	12	14	1	1	56		1	1	2002			0
410001	110	80	1	0	400	100	1000		4	1	4	1	9	9	2	2	12	14	1	1	56		1	1	2002			0
414001	110	80	1	0	400	100	1000		4	1	4	1	9	9	2	2	12	14	1	1	56		1	1	2002			0
414003	110	80	1	0	400	100	1000		4	1	4	1	9	9	2	2	12	14	1	1	56		1	1	2002			0
414005	110	80	1	0	400	100	1000		4	1	4	1	9	9	2	2	12	14	1	1	56		1	1	2002			0
417001	110	80	1	0	400	100	1000		4	1	4	1	9	9	2	2	12	14	1	1	56		1	1	2003			0
404001	110	80	1	0	400	100	1000		4	1	4	1	9	9	2	2	12	14	1	1	56		1	1				0
457001	110	80	1	0	400	100	1000		4	1	4	1	10	10	2	2	13	15	1	1	56		1	1				0
406001	110	80	1	0	400	100	1000		4	1	4	1	10	10	2	2	13	15	1	1	56		1	1	2003			0
417003	110	80	1	0	400	100	1000		4	1	4	1	10	10	2	2	13	15	1	1	56		1	1				0
407201	110	80	1	0	400	100	1000		4	1	4	1	11	11	2	2	14	16	1	1	70		1	1	2003			0
420201	110	80	1	0	400	100	1000		4	1	4	1	11	11	2	2	14	16	1	1	70		1	1	2003			0
408201	110	80	1	0	400	100	1000		4	1	4	1	11	11	2	2	14	16	1	1	70		1	1	2003			0
